"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:0006418","tRNA aminoacylation for protein translat...",64,12,3.77,"0.00031",0.0101874509803922
"GO:0006399","tRNA metabolic process",178,23,10.48,"0.00032",0.0104139805825243
"GO:1903409","reactive oxygen species biosynthetic pro...",31,8,1.83,"0.00033",0.0106361538461538
"GO:0006568","tryptophan metabolic process",24,7,1.41,"0.00034",0.0107516981132075
"GO:0006586","indolalkylamine metabolic process",24,7,1.41,"0.00034",0.0107516981132075
"GO:0062197","cellular response to chemical stress",237,28,13.96,"0.00035",0.0109644859813084
"GO:0019674","NAD metabolic process",18,6,1.06,"0.00041",0.0126084403669725
"GO:0043648","dicarboxylic acid metabolic process",85,14,5.01,"0.00041",0.0126084403669725
"GO:0042726","flavin-containing compound metabolic pro...",25,7,1.47,"0.00045",0.0137127272727273
"GO:0071478","cellular response to radiation",138,19,8.13,"0.00046",0.0138911711711712
"GO:0061077","chaperone-mediated protein folding",96,15,5.65,"0.00047",0.0140664285714286
"GO:0009416","response to light stimulus",911,78,53.65,"0.00050",0.0148318584070796
"GO:0005977","glycogen metabolic process",41,9,2.41,"0.00052",0.0148977777777778
"GO:0006112","energy reserve metabolic process",41,9,2.41,"0.00052",0.0148977777777778
"GO:0009112","nucleobase metabolic process",41,9,2.41,"0.00052",0.0148977777777778
"GO:0006090","pyruvate metabolic process",97,15,5.71,"0.00052",0.0148977777777778
"GO:0009074","aromatic amino acid family catabolic pro...",19,6,1.12,"0.00057",0.0161918644067797
"GO:0006213","pyrimidine nucleoside metabolic process",27,7,1.59,"0.00075",0.0210538842975207
"GO:0016052","carbohydrate catabolic process",166,21,9.78,"0.00076",0.0210538842975207
"GO:0034660","ncRNA metabolic process",414,41,24.38,"0.00076",0.0210538842975207
"GO:0019319","hexose biosynthetic process",20,6,1.18,"0.00078",0.0214308196721311
"GO:0016999","antibiotic metabolic process",123,17,7.24,"0.00087",0.0237092682926829
"GO:0044282","small molecule catabolic process",239,27,14.08,"0.00088",0.0237883870967742
"GO:0019682","glyceraldehyde-3-phosphate metabolic pro...",28,7,1.65,"0.00095",0.0254752
"GO:0019318","hexose metabolic process",63,11,3.71,"0.00102",0.0271352380952381
"GO:0006220","pyrimidine nucleotide metabolic process",45,9,2.65,"0.00106",0.02775875
"GO:0042133","neurotransmitter metabolic process",45,9,2.65,"0.00106",0.02775875
"GO:0042180","cellular ketone metabolic process",148,19,8.72,"0.00111",0.0288427906976744
"GO:0009314","response to radiation",967,80,56.95,"0.00116",0.0297109090909091
"GO:0019359","nicotinamide nucleotide biosynthetic pro...",64,11,3.77,"0.00117",0.0297109090909091
"GO:0032787","monocarboxylic acid metabolic process",613,55,36.1,"0.00117",0.0297109090909091
"GO:0043097","pyrimidine nucleoside salvage",15,5,0.88,"0.00128",0.0322598496240602
"GO:0019363","pyridine nucleotide biosynthetic process",65,11,3.83,"0.00133",0.0332698507462687
"GO:0033014","tetrapyrrole biosynthetic process",106,15,6.24,"0.00134",0.0332717037037037
"GO:0000305","response to oxygen radical",22,6,1.3,"0.00135",0.0332735294117647
"GO:0016054","organic acid catabolic process",188,22,11.07,"0.00162",0.0393495652173913
"GO:0046395","carboxylic acid catabolic process",188,22,11.07,"0.00162",0.0393495652173913
"GO:0045017","glycerolipid biosynthetic process",109,15,6.42,"0.00178",0.0429248920863309
"GO:0016053","organic acid biosynthetic process",626,55,36.87,"0.00188",0.0443026573426573
"GO:0046394","carboxylic acid biosynthetic process",626,55,36.87,"0.00188",0.0443026573426573
"GO:0000413","protein peptidyl-prolyl isomerization",58,10,3.42,"0.00189",0.0443026573426573
"GO:0009064","glutamine family amino acid metabolic pr...",58,10,3.42,"0.00189",0.0443026573426573
"GO:0006979","response to oxidative stress",559,50,32.92,"0.00206",0.0479522222222222
"GO:0045036","protein targeting to chloroplast",59,10,3.47,"0.00215",0.0493616438356164
"GO:0072596","establishment of protein localization to...",59,10,3.47,"0.00215",0.0493616438356164
