"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:1904659","glucose transmembrane transport",38,4,1.33,"0.04235",1
"GO:0048510","regulation of timing of transition from ...",74,6,2.58,"0.04409",1
"GO:0048506","regulation of timing of meristematic pha...",74,6,2.58,"0.04409",1
"GO:1902477","regulation of defense response to bacter...",23,3,0.8,"0.04449",1
"GO:0060055","angiogenesis involved in wound healing",10,2,0.35,"0.04537",1
"GO:0009939","positive regulation of gibberellic acid ...",10,2,0.35,"0.04537",1
"GO:1901379","regulation of potassium ion transmembran...",10,2,0.35,"0.04537",1
"GO:0031408","oxylipin biosynthetic process",10,2,0.35,"0.04537",1
"GO:0042126","nitrate metabolic process",10,2,0.35,"0.04537",1
"GO:0042128","nitrate assimilation",10,2,0.35,"0.04537",1
"GO:0110020","regulation of actomyosin structure organ...",10,2,0.35,"0.04537",1
"GO:0019336","phenol-containing compound catabolic pro...",10,2,0.35,"0.04537",1
"GO:0009819","drought recovery",10,2,0.35,"0.04537",1
"GO:0080154","regulation of fertilization",10,2,0.35,"0.04537",1
"GO:0045776","negative regulation of blood pressure",10,2,0.35,"0.04537",1
"GO:0003085","negative regulation of systemic arterial...",10,2,0.35,"0.04537",1
"GO:0003073","regulation of systemic arterial blood pr...",10,2,0.35,"0.04537",1
"GO:0072527","pyrimidine-containing compound metabolic...",75,6,2.62,"0.04658",1
"GO:1901419","regulation of response to alcohol",267,15,9.31,"0.04766",1
"GO:0009787","regulation of abscisic acid-activated si...",267,15,9.31,"0.04766",1
"GO:1905957","regulation of cellular response to alcoh...",267,15,9.31,"0.04766",1
"GO:0023014","signal transduction by protein phosphory...",95,7,3.31,"0.04807",1
"GO:0009785","blue light signaling pathway",24,3,0.84,"0.04957",1
"GO:0033015","tetrapyrrole catabolic process",24,3,0.84,"0.04957",1
"GO:0008217","regulation of blood pressure",24,3,0.84,"0.04957",1
"GO:0006787","porphyrin-containing compound catabolic ...",24,3,0.84,"0.04957",1
"GO:1900150","regulation of defense response to fungus",40,4,1.39,"0.04970",1
"GO:0009813","flavonoid biosynthetic process",97,7,3.38,"0.05273",1
"GO:0048522","positive regulation of cellular process",1452,62,50.63,"0.05367",1
"GO:0009970","cellular response to sulfate starvation",11,2,0.38,"0.05420",1
"GO:0006743","ubiquinone metabolic process",11,2,0.38,"0.05420",1
"GO:0006744","ubiquinone biosynthetic process",11,2,0.38,"0.05420",1
"GO:0042159","lipoprotein catabolic process",11,2,0.38,"0.05420",1
"GO:0051048","negative regulation of secretion",11,2,0.38,"0.05420",1
"GO:0043534","blood vessel endothelial cell migration",11,2,0.38,"0.05420",1
"GO:0043535","regulation of blood vessel endothelial c...",11,2,0.38,"0.05420",1
"GO:0002792","negative regulation of peptide secretion",11,2,0.38,"0.05420",1
"GO:1903531","negative regulation of secretion by cell",11,2,0.38,"0.05420",1
"GO:0010255","glucose mediated signaling pathway",11,2,0.38,"0.05420",1
"GO:0050709","negative regulation of protein secretion",11,2,0.38,"0.05420",1
"GO:0002084","protein depalmitoylation",11,2,0.38,"0.05420",1
"GO:0098734","macromolecule depalmitoylation",11,2,0.38,"0.05420",1
"GO:0044255","cellular lipid metabolic process",931,45,32.46,"0.05462",1
"GO:0031146","SCF-dependent proteasomal ubiquitin-depe...",25,3,0.87,"0.05492",1
"GO:0006511","ubiquitin-dependent protein catabolic pr...",462,23,16.11,"0.05541",1
"GO:0010039","response to iron ion",140,9,4.88,"0.05642",1
"GO:0023052","signaling",2093,108,72.98,"0.05662",1
"GO:0042446","hormone biosynthetic process",274,15,9.55,"0.05717",1
"GO:0009605","response to external stimulus",2031,100,70.82,"0.05728",1
"GO:0009808","lignin metabolic process",60,5,2.09,"0.05764",1
"GO:0071456","cellular response to hypoxia",42,4,1.46,"0.05769",1
"GO:0043161","proteasome-mediated ubiquitin-dependent ...",392,20,13.67,"0.05784",1
"GO:0010498","proteasomal protein catabolic process",416,21,14.51,"0.05789",1
"GO:0009719","response to endogenous stimulus",2296,104,80.06,"0.05811",1
"GO:0019941","modification-dependent protein catabolic...",465,23,16.21,"0.05870",1
"GO:0047484","regulation of response to osmotic stress",71,9,2.48,"0.06049",1
"GO:0009611","response to wounding",419,21,14.61,"0.06148",1
"GO:0007165","signal transduction",2046,106,71.35,"0.06225",1
"GO:0045893","positive regulation of transcription, DN...",542,26,18.9,"0.06265",1
"GO:1902600","proton transmembrane transport",143,9,4.99,"0.06282",1
"GO:0009909","regulation of flower development",232,13,8.09,"0.06321",1
"GO:0060828","regulation of canonical Wnt signaling pa...",12,2,0.42,"0.06357",1
"GO:0060070","canonical Wnt signaling pathway",12,2,0.42,"0.06357",1
"GO:0098659","inorganic cation import across plasma me...",12,2,0.42,"0.06357",1
"GO:1904064","positive regulation of cation transmembr...",12,2,0.42,"0.06357",1
"GO:0007411","axon guidance",12,2,0.42,"0.06357",1
"GO:0099587","inorganic ion import across plasma membr...",12,2,0.42,"0.06357",1
"GO:0034656","nucleobase-containing small molecule cat...",12,2,0.42,"0.06357",1
"GO:0097485","neuron projection guidance",12,2,0.42,"0.06357",1
"GO:0030111","regulation of Wnt signaling pathway",12,2,0.42,"0.06357",1
"GO:0080050","regulation of seed development",62,5,2.16,"0.06461",1
"GO:0043902","positive regulation of multi-organism pr...",62,5,2.16,"0.06461",1
"GO:0030522","intracellular receptor signaling pathway",62,5,2.16,"0.06461",1
"GO:0055072","iron ion homeostasis",62,5,2.16,"0.06461",1
"GO:0009640","photomorphogenesis",102,7,3.56,"0.06560",1
"GO:0072329","monocarboxylic acid catabolic process",102,7,3.56,"0.06560",1
"GO:1901421","positive regulation of response to alcoh...",82,6,2.86,"0.06639",1
"GO:0009789","positive regulation of abscisic acid-act...",82,6,2.86,"0.06639",1
"GO:1905959","positive regulation of cellular response...",82,6,2.86,"0.06639",1
"GO:0048359","mucilage metabolic process involved in s...",27,3,0.94,"0.06640",1
"GO:1900425","negative regulation of defense response ...",27,3,0.94,"0.06640",1
"GO:1900140","regulation of seedling development",125,8,4.36,"0.07101",1
"GO:0009725","response to hormone",2236,101,77.97,"0.07174",1
"GO:0010557","positive regulation of macromolecule bio...",650,30,22.67,"0.07176",1
"GO:1903508","positive regulation of nucleic acid-temp...",575,27,20.05,"0.07190",1
"GO:1902680","positive regulation of RNA biosynthetic ...",575,27,20.05,"0.07190",1
"GO:0046890","regulation of lipid biosynthetic process",64,5,2.23,"0.07205",1
"GO:0051181","cofactor transport",28,3,0.98,"0.07252",1
"GO:1901679","nucleotide transmembrane transport",28,3,0.98,"0.07252",1
"GO:0009938","negative regulation of gibberellic acid ...",13,2,0.45,"0.07344",1
"GO:0031407","oxylipin metabolic process",13,2,0.45,"0.07344",1
"GO:0043171","peptide catabolic process",13,2,0.45,"0.07344",1
"GO:1902479","positive regulation of defense response ...",13,2,0.45,"0.07344",1
"GO:0033273","response to vitamin",13,2,0.45,"0.07344",1
"GO:0009757","hexose mediated signaling",13,2,0.45,"0.07344",1
"GO:0031032","actomyosin structure organization",13,2,0.45,"0.07344",1
"GO:0048871","multicellular organismal homeostasis",13,2,0.45,"0.07344",1
"GO:0010262","somatic embryogenesis",13,2,0.45,"0.07344",1
"GO:0006144","purine nucleobase metabolic process",13,2,0.45,"0.07344",1
"GO:0015994","chlorophyll metabolic process",105,7,3.66,"0.07416",1
"GO:0015698","inorganic anion transport",148,9,5.16,"0.07447",1
"GO:2000030","regulation of response to red or far red...",46,4,1.6,"0.07561",1
"GO:0000165","MAPK cascade",65,5,2.27,"0.07593",1
"GO:0098661","inorganic anion transmembrane transport",65,5,2.27,"0.07593",1
"GO:0042060","wound healing",29,3,1.01,"0.07888",1
"GO:0017004","cytochrome complex assembly",29,3,1.01,"0.07888",1
"GO:0009755","hormone-mediated signaling pathway",1012,55,35.29,"0.07921",1
"GO:0055081","anion homeostasis",66,5,2.3,"0.07992",1
"GO:0006826","iron ion transport",47,4,1.64,"0.08048",1
"GO:0071333","cellular response to glucose stimulus",47,4,1.64,"0.08048",1
"GO:0030866","cortical actin cytoskeleton organization",14,2,0.49,"0.08376",1
"GO:0198738","cell-cell signaling by wnt",14,2,0.49,"0.08376",1
"GO:0043266","regulation of potassium ion transport",14,2,0.49,"0.08376",1
"GO:0070370","cellular heat acclimation",14,2,0.49,"0.08376",1
"GO:0072529","pyrimidine-containing compound catabolic...",14,2,0.49,"0.08376",1
"GO:1905114","cell surface receptor signaling pathway ...",14,2,0.49,"0.08376",1
"GO:0016055","Wnt signaling pathway",14,2,0.49,"0.08376",1
"GO:0046677","response to antibiotic",436,21,15.2,"0.08477",1
"GO:0010228","vegetative to reproductive phase transit...",267,14,9.31,"0.08488",1
"GO:0072359","circulatory system development",30,3,1.05,"0.08548",1
"GO:0009566","fertilization",48,4,1.67,"0.08550",1
"GO:2000243","positive regulation of reproductive proc...",88,6,3.07,"0.08675",1
"GO:0009746","response to hexose",131,8,4.57,"0.08766",1
"GO:0043632","modification-dependent macromolecule cat...",489,23,17.05,"0.09001",1
"GO:0040034","regulation of development, heterochronic",89,6,3.1,"0.09044",1
"GO:0051254","positive regulation of RNA metabolic pro...",615,28,21.45,"0.09054",1
"GO:0036294","cellular response to decreased oxygen le...",49,4,1.71,"0.09067",1
"GO:0071326","cellular response to monosaccharide stim...",49,4,1.71,"0.09067",1
"GO:0071331","cellular response to hexose stimulus",49,4,1.71,"0.09067",1
"GO:0071453","cellular response to oxygen levels",49,4,1.71,"0.09067",1
"GO:0042445","hormone metabolic process",367,18,12.8,"0.09217",1
"GO:0006862","nucleotide transport",31,3,1.08,"0.09230",1
"GO:0031537","regulation of anthocyanin metabolic proc...",31,3,1.08,"0.09230",1
"GO:0006772","thiamine metabolic process",15,2,0.52,"0.09449",1
"GO:0001568","blood vessel development",15,2,0.52,"0.09449",1
"GO:0001525","angiogenesis",15,2,0.52,"0.09449",1
"GO:0010594","regulation of endothelial cell migration",15,2,0.52,"0.09449",1
"GO:1902456","regulation of stomatal opening",15,2,0.52,"0.09449",1
"GO:0006809","nitric oxide biosynthetic process",15,2,0.52,"0.09449",1
"GO:0030521","androgen receptor signaling pathway",15,2,0.52,"0.09449",1
"GO:0042723","thiamine-containing compound metabolic p...",15,2,0.52,"0.09449",1
"GO:0001944","vasculature development",15,2,0.52,"0.09449",1
"GO:0010115","regulation of abscisic acid biosynthetic...",15,2,0.52,"0.09449",1
"GO:0043542","endothelial cell migration",15,2,0.52,"0.09449",1
"GO:2000033","regulation of seed dormancy process",15,2,0.52,"0.09449",1
"GO:0048514","blood vessel morphogenesis",15,2,0.52,"0.09449",1
"GO:0000387","spliceosomal snRNP assembly",15,2,0.52,"0.09449",1
"GO:0016106","sesquiterpenoid biosynthetic process",50,4,1.74,"0.09599",1
"GO:0055046","microgametogenesis",50,4,1.74,"0.09599",1
"GO:0034284","response to monosaccharide",134,8,4.67,"0.09678",1
"GO:0070838","divalent metal ion transport",195,14,6.8,"0.09815",1
"GO:0071482","cellular response to light stimulus",121,11,4.22,"0.09883",1
"GO:0006470","protein dephosphorylation",113,7,3.94,"0.10003",1
"GO:0001101","response to acid chemical",1724,81,60.12,"0.10087",1
"GO:0072511","divalent inorganic cation transport",196,14,6.83,"0.10105",1
"GO:0051270","regulation of cellular component movemen...",51,4,1.78,"0.10145",1
"GO:0048573","photoperiodism, flowering",181,10,6.31,"0.10190",1
"GO:1902358","sulfate transmembrane transport",16,2,0.56,"0.10558",1
"GO:0006821","chloride transport",16,2,0.56,"0.10558",1
"GO:0009269","response to desiccation",16,2,0.56,"0.10558",1
"GO:0006672","ceramide metabolic process",16,2,0.56,"0.10558",1
"GO:0051552","flavone metabolic process",16,2,0.56,"0.10558",1
"GO:0051553","flavone biosynthetic process",16,2,0.56,"0.10558",1
"GO:0090092","regulation of transmembrane receptor pro...",16,2,0.56,"0.10558",1
"GO:0046209","nitric oxide metabolic process",16,2,0.56,"0.10558",1
"GO:1902410","mitotic cytokinetic process",93,6,3.24,"0.10604",1
"GO:0009641","shade avoidance",33,3,1.15,"0.10659",1
"GO:1900426","positive regulation of defense response ...",33,3,1.15,"0.10659",1
"GO:0042742","defense response to bacterium",525,24,18.31,"0.10709",1
"GO:0001666","response to hypoxia",138,8,4.81,"0.10973",1
"GO:0010104","regulation of ethylene-activated signali...",73,5,2.55,"0.11091",1
"GO:0070297","regulation of phosphorelay signal transd...",73,5,2.55,"0.11091",1
"GO:0071495","cellular response to endogenous stimulus",1220,62,42.54,"0.11116",1
"GO:0007568","aging",232,12,8.09,"0.11292",1
"GO:0031328","positive regulation of cellular biosynth...",682,30,23.78,"0.11304",1
"GO:2000241","regulation of reproductive process",453,21,15.8,"0.11325",1
"GO:0045926","negative regulation of growth",162,9,5.65,"0.11373",1
"GO:0032506","cytokinetic process",95,6,3.31,"0.11433",1
"GO:0032870","cellular response to hormone stimulus",1143,59,39.86,"0.11508",1
"GO:0016567","protein ubiquitination",581,26,20.26,"0.11557",1
"GO:0006935","chemotaxis",74,5,2.58,"0.11575",1
"GO:0051224","negative regulation of protein transport",17,2,0.59,"0.11701",1
"GO:0048354","mucilage biosynthetic process involved i...",17,2,0.59,"0.11701",1
"GO:0071941","nitrogen cycle metabolic process",17,2,0.59,"0.11701",1
"GO:1904950","negative regulation of establishment of ...",17,2,0.59,"0.11701",1
"GO:0010632","regulation of epithelial cell migration",17,2,0.59,"0.11701",1
"GO:1990069","stomatal opening",17,2,0.59,"0.11701",1
"GO:0042547","cell wall modification involved in multi...",17,2,0.59,"0.11701",1
"GO:1901684","arsenate ion transmembrane transport",17,2,0.59,"0.11701",1
"GO:0045935","positive regulation of nucleobase-contai...",659,29,22.98,"0.11724",1
"GO:0008015","blood circulation",54,4,1.88,"0.11865",1
"GO:0042330","taxis",75,5,2.62,"0.12069",1
"GO:0010191","mucilage metabolic process",35,3,1.22,"0.12167",1
"GO:0048658","anther wall tapetum development",35,3,1.22,"0.12167",1
"GO:0009648","photoperiodism",188,10,6.56,"0.12222",1
"GO:0032504","multicellular organism reproduction",284,14,9.9,"0.12251",1
"GO:0051188","cofactor biosynthetic process",309,15,10.78,"0.12381",1
"GO:0010311","lateral root formation",55,4,1.92,"0.12465",1
"GO:2000069","regulation of post-embryonic root develo...",55,4,1.92,"0.12465",1
"GO:0000281","mitotic cytokinesis",166,9,5.79,"0.12671",1
"GO:0010817","regulation of hormone levels",562,25,19.6,"0.12679",1
"GO:0071901","negative regulation of protein serine/th...",18,2,0.63,"0.12872",1
"GO:0010970","transport along microtubule",18,2,0.63,"0.12872",1
"GO:2000034","regulation of seed maturation",18,2,0.63,"0.12872",1
"GO:0009911","positive regulation of flower developmen...",56,4,1.95,"0.13077",1
"GO:0051187","cofactor catabolic process",77,5,2.69,"0.13086",1
"GO:0009908","flower development",616,27,21.48,"0.13129",1
"GO:0051345","positive regulation of hydrolase activit...",99,6,3.45,"0.13185",1
"GO:0008610","lipid biosynthetic process",617,27,21.52,"0.13303",1
"GO:0000041","transition metal ion transport",115,10,4.01,"0.13311",1
"GO:0051707","response to other organism",1478,72,51.54,"0.13478",1
"GO:0010218","response to far red light",78,5,2.72,"0.13609",1
"GO:0006733","oxidoreduction coenzyme metabolic proces...",100,6,3.49,"0.13642",1
"GO:0010628","positive regulation of gene expression",671,29,23.4,"0.13680",1
"GO:0010187","negative regulation of seed germination",37,3,1.29,"0.13748",1
"GO:0043207","response to external biotic stimulus",1482,72,51.68,"0.13975",1
"GO:0052200","response to host defenses",19,2,0.66,"0.14069",1
"GO:0033108","mitochondrial respiratory chain complex ...",19,2,0.66,"0.14069",1
"GO:0006040","amino sugar metabolic process",19,2,0.66,"0.14069",1
"GO:0090130","tissue migration",19,2,0.66,"0.14069",1
"GO:0090132","epithelium migration",19,2,0.66,"0.14069",1
"GO:0010631","epithelial cell migration",19,2,0.66,"0.14069",1
"GO:0052031","modulation by symbiont of host defense r...",19,2,0.66,"0.14069",1
"GO:0075136","response to host",19,2,0.66,"0.14069",1
"GO:0052553","modulation by symbiont of host immune re...",19,2,0.66,"0.14069",1
"GO:0052572","response to host immune response",19,2,0.66,"0.14069",1
"GO:0046184","aldehyde biosynthetic process",19,2,0.66,"0.14069",1
"GO:0045931","positive regulation of mitotic cell cycl...",19,2,0.66,"0.14069",1
"GO:0007409","axonogenesis",19,2,0.66,"0.14069",1
"GO:0052167","modulation by symbiont of host innate im...",19,2,0.66,"0.14069",1
"GO:0052173","response to defenses of other organism",19,2,0.66,"0.14069",1
"GO:0009756","carbohydrate mediated signaling",101,6,3.52,"0.14107",1
"GO:0010182","sugar mediated signaling pathway",101,6,3.52,"0.14107",1
"GO:0043069","negative regulation of programmed cell d...",79,5,2.75,"0.14141",1
"GO:0009891","positive regulation of biosynthetic proc...",700,30,24.41,"0.14186",1
"GO:0071281","cellular response to iron ion",124,7,4.32,"0.14259",1
"GO:0006081","cellular aldehyde metabolic process",58,4,2.02,"0.14338",1
"GO:0001678","cellular glucose homeostasis",58,4,2.02,"0.14338",1
"GO:0010143","cutin biosynthetic process",58,4,2.02,"0.14338",1
"GO:1901700","response to oxygen-containing compound",2376,103,82.85,"0.14430",1
"GO:0009861","jasmonic acid and ethylene-dependent sys...",38,3,1.33,"0.14564",1
"GO:0042180","cellular ketone metabolic process",148,8,5.16,"0.14599",1
"GO:0043547","positive regulation of GTPase activity",59,4,2.06,"0.14986",1
"GO:0009698","phenylpropanoid metabolic process",149,8,5.2,"0.14991",1
"GO:0009607","response to biotic stimulus",1490,72,51.96,"0.15003",1
"GO:0016036","cellular response to phosphate starvatio...",103,6,3.59,"0.15057",1
"GO:0009686","gibberellin biosynthetic process",81,5,2.82,"0.15231",1
"GO:1902074","response to salt",20,2,0.7,"0.15289",1
"GO:0090351","seedling development",271,13,9.45,"0.15355",1
"GO:0071322","cellular response to carbohydrate stimul...",150,8,5.23,"0.15388",1
"GO:2000035","regulation of stem cell division",39,3,1.36,"0.15394",1
"GO:0009267","cellular response to starvation",220,16,7.67,"0.15452",1
"GO:0009723","response to ethylene",397,18,13.84,"0.15492",1
"GO:0070588","calcium ion transmembrane transport",127,7,4.43,"0.15551",1
"GO:0048731","system development",2693,103,93.91,"0.15868",1
"GO:0006778","porphyrin-containing compound metabolic ...",128,7,4.46,"0.15993",1
"GO:0033013","tetrapyrrole metabolic process",128,7,4.46,"0.15993",1
"GO:0090567","reproductive shoot system development",632,27,22.04,"0.16081",1
"GO:0061640","cytoskeleton-dependent cytokinesis",176,9,6.14,"0.16241",1
"GO:0032446","protein modification by small protein co...",607,26,21.17,"0.16304",1
"GO:0043455","regulation of secondary metabolic proces...",61,4,2.13,"0.16314",1
"GO:0046835","carbohydrate phosphorylation",61,4,2.13,"0.16314",1
"GO:0014070","response to organic cyclic compound",739,31,25.77,"0.16450",1
"GO:0006721","terpenoid metabolic process",250,12,8.72,"0.16497",1
"GO:0099111","microtubule-based transport",21,2,0.73,"0.16529",1
"GO:0001667","ameboidal-type cell migration",21,2,0.73,"0.16529",1
"GO:0051091","positive regulation of DNA-binding trans...",21,2,0.73,"0.16529",1
"GO:0009804","coumarin metabolic process",21,2,0.73,"0.16529",1
"GO:0009805","coumarin biosynthetic process",21,2,0.73,"0.16529",1
"GO:1904062","regulation of cation transmembrane trans...",21,2,0.73,"0.16529",1
"GO:0006954","inflammatory response",21,2,0.73,"0.16529",1
"GO:0072358","cardiovascular system development",21,2,0.73,"0.16529",1
"GO:0048667","cell morphogenesis involved in neuron di...",21,2,0.73,"0.16529",1
"GO:0071310","cellular response to organic substance",1447,69,50.46,"0.16593",1
"GO:0016311","dephosphorylation",301,14,10.5,"0.16838",1
"GO:0055082","cellular chemical homeostasis",276,13,9.62,"0.16852",1
"GO:0034219","carbohydrate transmembrane transport",84,5,2.93,"0.16929",1
"GO:0042737","drug catabolic process",84,5,2.93,"0.16929",1
"GO:0015672","monovalent inorganic cation transport",291,19,10.15,"0.16937",1
"GO:0006366","transcription by RNA polymerase II",506,22,17.64,"0.16959",1
"GO:0034248","regulation of cellular amide metabolic p...",178,9,6.21,"0.17008",1
"GO:1901136","carbohydrate derivative catabolic proces...",41,3,1.43,"0.17098",1
"GO:0019747","regulation of isoprenoid metabolic proce...",41,3,1.43,"0.17098",1
"GO:1901565","organonitrogen compound catabolic proces...",845,51,29.47,"0.17163",1
"GO:0044265","cellular macromolecule catabolic process",823,34,28.7,"0.17280",1
"GO:0010105","negative regulation of ethylene-activate...",63,4,2.2,"0.17682",1
"GO:0070298","negative regulation of phosphorelay sign...",63,4,2.2,"0.17682",1
"GO:0098542","defense response to other organism",1134,50,39.54,"0.17720",1
"GO:0046685","response to arsenic-containing substance",22,2,0.77,"0.17785",1
"GO:0034767","positive regulation of ion transmembrane...",22,2,0.77,"0.17785",1
"GO:0031099","regeneration",22,2,0.77,"0.17785",1
"GO:0015851","nucleobase transport",22,2,0.77,"0.17785",1
"GO:0008272","sulfate transport",22,2,0.77,"0.17785",1
