"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:0070507","regulation of microtubule cytoskeleton o...",19,6,0.98,"0.00028",0.0391183333333333
"GO:0032886","regulation of microtubule-based process",27,7,1.39,"0.00033",0.0442596
"GO:1902903","regulation of supramolecular fiber organ...",118,16,6.07,"0.00035",0.0447066666666667
"GO:0016051","carbohydrate biosynthetic process",271,28,13.95,"0.00036",0.0447066666666667
"GO:0032989","cellular component morphogenesis",596,50,30.68,"0.00045",0.0538875
"GO:0010067","procambium histogenesis",14,5,0.72,"0.00048",0.0554979310344828
"GO:0015672","monovalent inorganic cation transport",291,29,14.98,"0.00051",0.057001
"GO:0010286","heat acclimation",67,11,3.45,"0.00057",0.061651935483871
"GO:0044036","cell wall macromolecule metabolic proces...",139,17,7.16,"0.00079",0.0827771875
"GO:0010413","glucuronoxylan metabolic process",16,5,0.82,"0.00097",0.0903447222222222
"GO:0010417","glucuronoxylan biosynthetic process",16,5,0.82,"0.00097",0.0903447222222222
"GO:0080144","amino acid homeostasis",16,5,0.82,"0.00097",0.0903447222222222
"GO:0034637","cellular carbohydrate biosynthetic proce...",193,21,9.94,"0.00097",0.0903447222222222
"GO:0009826","unidimensional cell growth",424,37,21.83,"0.00120",0.106766578947368
"GO:0010089","xylem development",52,9,2.68,"0.00121",0.106766578947368
"GO:0010087","phloem or xylem histogenesis",123,15,6.33,"0.00162",0.139278461538462
"GO:0001578","microtubule bundle formation",18,5,0.93,"0.00174",0.1458555
"GO:0000910","cytokinesis",191,20,9.83,"0.00202",0.165196585365854
"GO:0006694","steroid biosynthetic process",67,10,3.45,"0.00213",0.170045
"GO:0040007","growth",1002,72,51.59,"0.00237",0.181366818181818
"GO:0016036","cellular response to phosphate starvatio...",103,13,5.3,"0.00238",0.181366818181818
"GO:0010315","auxin efflux",37,7,1.9,"0.00248",0.184787555555556
"GO:0030244","cellulose biosynthetic process",38,7,1.96,"0.00291",0.212113695652174
"GO:0030004","cellular monovalent inorganic cation hom...",59,9,3.04,"0.00301",0.214734680851064
"GO:0034220","ion transmembrane transport",834,61,42.94,"0.00339",0.227478039215686
"GO:0009647","skotomorphogenesis",13,4,0.67,"0.00343",0.227478039215686
"GO:0015691","cadmium ion transport",13,4,0.67,"0.00343",0.227478039215686
"GO:0009932","cell tip growth",200,20,10.3,"0.00346",0.227478039215686
"GO:0060560","developmental growth involved in morphog...",498,40,25.64,"0.00354",0.228261923076923
"GO:0010043","response to zinc ion",61,9,3.14,"0.00379",0.235330925925926
"GO:0051273","beta-glucan metabolic process",61,9,3.14,"0.00379",0.235330925925926
"GO:0033692","cellular polysaccharide biosynthetic pro...",161,17,8.29,"0.00389",0.237148545454545
"GO:0061640","cytoskeleton-dependent cytokinesis",176,18,9.06,"0.00425",0.252592666666667
"GO:0098655","cation transmembrane transport",489,39,25.18,"0.00444",0.252592666666667
"GO:0051494","negative regulation of cytoskeleton orga...",74,10,3.81,"0.00447",0.252592666666667
"GO:1902904","negative regulation of supramolecular fi...",74,10,3.81,"0.00447",0.252592666666667
"GO:0008272","sulfate transport",22,5,1.13,"0.00452",0.252592666666667
"GO:0030243","cellulose metabolic process",52,8,2.68,"0.00479",0.263292950819672
"GO:0048589","developmental growth",700,52,36.04,"0.00488",0.263913548387097
"GO:0000281","mitotic cytokinesis",166,17,8.55,"0.00530",0.275977692307692
"GO:0009629","response to gravity",113,13,5.82,"0.00534",0.275977692307692
"GO:0009653","anatomical structure morphogenesis",1482,98,76.3,"0.00535",0.275977692307692
"GO:0000271","polysaccharide biosynthetic process",181,18,9.32,"0.00569",0.289069242424242
"GO:0007020","microtubule nucleation",15,4,0.77,"0.00603",0.30177
"GO:1903047","mitotic cell cycle process",360,30,18.53,"0.00648",0.319521176470588
"GO:0000902","cell morphogenesis",614,46,31.61,"0.00676",0.324283
"GO:1902905","positive regulation of supramolecular fi...",55,8,2.83,"0.00677",0.324283
"GO:0072348","sulfur compound transport",34,6,1.75,"0.00713",0.33671676056338
"GO:0044262","cellular carbohydrate metabolic process",425,34,21.88,"0.00726",0.337947105263158
"GO:0030641","regulation of cellular pH",45,7,2.32,"0.00766",0.337947105263158
"GO:0051274","beta-glucan biosynthetic process",45,7,2.32,"0.00766",0.337947105263158
"GO:0051453","regulation of intracellular pH",45,7,2.32,"0.00766",0.337947105263158
"GO:1901880","negative regulation of protein depolymer...",45,7,2.32,"0.00766",0.337947105263158
"GO:0051781","positive regulation of cell division",25,5,1.29,"0.00803",0.34967
"GO:0008202","steroid metabolic process",120,13,6.18,"0.00879",0.373074303797468
"GO:0032956","regulation of actin cytoskeleton organiz...",120,13,6.18,"0.00879",0.373074303797468
"GO:0016049","cell growth",723,52,37.22,"0.00902",0.373783295454545
"GO:0051301","cell division",448,35,23.06,"0.00926",0.373783295454545
"GO:0006664","glycolipid metabolic process",58,8,2.99,"0.00932",0.373783295454545
"GO:1903509","liposaccharide metabolic process",58,8,2.99,"0.00932",0.373783295454545
"GO:0016131","brassinosteroid metabolic process",36,6,1.85,"0.00947",0.373783295454545
"GO:0034059","response to anoxia",26,5,1.34,"0.00952",0.373783295454545
"GO:0006576","cellular biogenic amine metabolic proces...",47,7,2.42,"0.00971",0.373783295454545
"GO:0043242","negative regulation of protein-containin...",47,7,2.42,"0.00971",0.373783295454545
"GO:0009267","cellular response to starvation",220,20,11.33,"0.00981",0.373783295454545
"GO:0032970","regulation of actin filament-based proce...",122,13,6.28,"0.01004",0.378248539325843
"GO:0031669","cellular response to nutrient levels",266,23,13.69,"0.01053",0.392301
"GO:0010383","cell wall polysaccharide metabolic proce...",123,13,6.33,"0.01072",0.394341956521739
"GO:1903338","regulation of cell wall organization or ...",37,6,1.9,"0.01082",0.394341956521739
"GO:0051495","positive regulation of cytoskeleton orga...",60,8,3.09,"0.01137",0.40756854368932
"GO:0044038","cell wall macromolecule biosynthetic pro...",85,10,4.38,"0.01177",0.40756854368932
"GO:0070589","cellular component macromolecule biosynt...",85,10,4.38,"0.01177",0.40756854368932
"GO:0000278","mitotic cell cycle",441,34,22.7,"0.01232",0.40756854368932
"GO:0009819","drought recovery",10,3,0.51,"0.01242",0.40756854368932
"GO:0030002","cellular anion homeostasis",10,3,0.51,"0.01242",0.40756854368932
"GO:0030320","cellular monovalent inorganic anion home...",10,3,0.51,"0.01242",0.40756854368932
"GO:0031110","regulation of microtubule polymerization...",10,3,0.51,"0.01242",0.40756854368932
"GO:2000008","regulation of protein localization to ce...",10,3,0.51,"0.01242",0.40756854368932
"GO:0071555","cell wall organization",255,22,13.13,"0.01247",0.40756854368932
"GO:0051261","protein depolymerization",61,8,3.14,"0.01252",0.40756854368932
"GO:0009734","auxin-activated signaling pathway",211,19,10.86,"0.01278",0.412032115384615
"GO:0009606","tropism",126,13,6.49,"0.01296",0.413856
"GO:0048508","embryonic meristem development",50,7,2.57,"0.01351",0.423355420560748
"GO:1901879","regulation of protein depolymerization",50,7,2.57,"0.01351",0.423355420560748
"GO:0052546","cell wall pectin metabolic process",39,6,2.01,"0.01393",0.432474907407407
"GO:0043090","amino acid import",19,4,0.98,"0.01454",0.443743873873874
"GO:0008064","regulation of actin polymerization or de...",101,11,5.2,"0.01469",0.443743873873874
"GO:0030832","regulation of actin filament length",101,11,5.2,"0.01469",0.443743873873874
"GO:0000380","alternative mRNA splicing, via spliceoso...",29,5,1.49,"0.01515",0.449539380530973
"GO:0019755","one-carbon compound transport",29,5,1.49,"0.01515",0.449539380530973
"GO:0071365","cellular response to auxin stimulus",230,20,11.84,"0.01542",0.453537368421053
"GO:0016128","phytosteroid metabolic process",40,6,2.06,"0.01569",0.454389310344828
"GO:0110053","regulation of actin filament organizatio...",102,11,5.25,"0.01572",0.454389310344828
"GO:0046113","nucleobase catabolic process",11,3,0.57,"0.01644",0.471139487179487
"GO:0010268","brassinosteroid homeostasis",30,5,1.54,"0.01743",0.491115882352941
"GO:0016132","brassinosteroid biosynthetic process",30,5,1.54,"0.01743",0.491115882352941
"GO:0055085","transmembrane transport",1286,83,66.21,"0.01784",0.498479333333333
"GO:0006650","glycerophospholipid metabolic process",146,14,7.52,"0.01839",0.505423524590164
"GO:0051258","protein polymerization",146,14,7.52,"0.01839",0.505423524590164
"GO:0044264","cellular polysaccharide metabolic proces...",265,22,13.64,"0.01869",0.50949243902439
"GO:0055081","anion homeostasis",66,8,3.4,"0.01953",0.524771111111111
"GO:0055076","transition metal ion homeostasis",133,13,6.85,"0.01958",0.524771111111111
"GO:0010928","regulation of auxin mediated signaling p...",92,10,4.74,"0.01972",0.524771111111111
"GO:0043244","regulation of protein-containing complex...",54,7,2.78,"0.02010",0.530671653543307
"GO:0009630","gravitropism",106,11,5.46,"0.02043",0.535170234375
"GO:0032271","regulation of protein polymerization",107,11,5.51,"0.02175",0.565331395348837
"GO:0006885","regulation of pH",55,7,2.83,"0.02204",0.568462461538462
"GO:0060918","auxin transport",150,14,7.72,"0.02269",0.580760076335878
"GO:0030837","negative regulation of actin filament po...",68,8,3.5,"0.02300",0.583119473684211
"GO:0009733","response to auxin",495,36,25.48,"0.02313",0.583119473684211
"GO:0031667","response to nutrient levels",318,25,16.37,"0.02349",0.587775895522388
"GO:0031668","cellular response to extracellular stimu...",303,24,15.6,"0.02410",0.597376397058824
"GO:0042594","response to starvation",241,20,12.41,"0.02423",0.597376397058824
"GO:0010119","regulation of stomatal movement",109,11,5.61,"0.02459",0.600404100719424
"GO:0070592","cell wall polysaccharide biosynthetic pr...",82,9,4.22,"0.02478",0.600404100719424
"GO:0051262","protein tetramerization",69,8,3.55,"0.02489",0.600404100719424
"GO:0016126","sterol biosynthetic process",33,5,1.7,"0.02559",0.610387676056338
"GO:0070085","glycosylation",138,13,7.1,"0.02568",0.610387676056338
"GO:0005975","carbohydrate metabolic process",599,42,30.84,"0.02585",0.610387676056338
"GO:0009660","amyloplast organization",13,3,0.67,"0.02639",0.618780909090909
"GO:0032273","positive regulation of protein polymeriz...",45,6,2.32,"0.02685",0.625194791666667
"GO:0051179","localization",3021,177,155.53,"0.02752",0.630973636363636
"GO:0045229","external encapsulating structure organiz...",307,24,15.81,"0.02761",0.630973636363636
"GO:0048868","pollen tube development",199,17,10.25,"0.02813",0.630973636363636
"GO:0007041","lysosomal transport",23,4,1.18,"0.02825",0.630973636363636
"GO:0052325","cell wall pectin biosynthetic process",23,4,1.18,"0.02825",0.630973636363636
"GO:0016129","phytosteroid biosynthetic process",34,5,1.75,"0.02877",0.630973636363636
"GO:0045010","actin nucleation",34,5,1.75,"0.02877",0.630973636363636
"GO:0120178","steroid hormone biosynthetic process",34,5,1.75,"0.02877",0.630973636363636
"GO:0048878","chemical homeostasis",587,41,30.22,"0.02896",0.630973636363636
"GO:0032272","negative regulation of protein polymeriz...",71,8,3.66,"0.02898",0.630973636363636
"GO:0009664","plant-type cell wall organization",185,16,9.52,"0.02945",0.635780384615385
"GO:0009247","glycolipid biosynthetic process",46,6,2.37,"0.02958",0.635780384615385
"GO:0006873","cellular ion homeostasis",231,19,11.89,"0.02984",0.637283566878981
"GO:0098662","inorganic cation transmembrane transport",439,32,22.6,"0.03010",0.638767721518987
"GO:0030833","regulation of actin filament polymerizat...",99,10,5.1,"0.03103",0.654362201257862
"GO:0009226","nucleotide-sugar biosynthetic process",35,5,1.8,"0.03219",0.66977717791411
"GO:0031109","microtubule polymerization or depolymeri...",35,5,1.8,"0.03219",0.66977717791411
"GO:0005976","polysaccharide metabolic process",312,24,16.06,"0.03254",0.66977717791411
"GO:0008217","regulation of blood pressure",24,4,1.24,"0.03256",0.66977717791411
"GO:0071496","cellular response to external stimulus",314,24,16.17,"0.03468",0.704531556886228
"GO:0000041","transition metal ion transport",115,11,5.92,"0.03469",0.704531556886228
"GO:0098660","inorganic ion transmembrane transport",511,36,26.31,"0.03491",0.704531556886228
"GO:1905393","plant organ formation",174,15,8.96,"0.03509",0.704531556886228
"GO:0065008","regulation of biological quality",1600,98,82.37,"0.03715",0.723951602209945
"GO:0061158","3'-UTR-mediated mRNA destabilization",25,4,1.29,"0.03724",0.723951602209945
"GO:0030036","actin cytoskeleton organization",206,17,10.61,"0.03738",0.723951602209945
"GO:0016311","dephosphorylation",301,23,15.5,"0.03817",0.723951602209945
"GO:0031333","negative regulation of protein-containin...",75,8,3.86,"0.03851",0.723951602209945
"GO:0032259","methylation",366,27,18.84,"0.03853",0.723951602209945
"GO:1901137","carbohydrate derivative biosynthetic pro...",465,33,23.94,"0.03860",0.723951602209945
"GO:0051234","establishment of localization",2774,162,142.81,"0.03866",0.723951602209945
"GO:0048507","meristem development",399,29,20.54,"0.03879",0.723951602209945
"GO:0019374","galactolipid metabolic process",15,3,0.77,"0.03891",0.723951602209945
"GO:0043393","regulation of protein binding",15,3,0.77,"0.03891",0.723951602209945
"GO:0048863","stem cell differentiation",15,3,0.77,"0.03891",0.723951602209945
"GO:2000033","regulation of seed dormancy process",15,3,0.77,"0.03891",0.723951602209945
"GO:0007178","transmembrane receptor protein serine/th...",254,20,13.08,"0.03908",0.723951602209945
"GO:0009101","glycoprotein biosynthetic process",132,12,6.8,"0.03955",0.728632692307692
"GO:0009958","positive gravitropism",37,5,1.9,"0.03977",0.728682021857924
"GO:0006629","lipid metabolic process",1035,66,53.28,"0.04037",0.735655489130435
"GO:1901617","organic hydroxy compound biosynthetic pr...",224,18,11.53,"0.04107",0.744366
"GO:0006810","transport",2725,159,140.29,"0.04151",0.748295860215054
"GO:0009225","nucleotide-sugar metabolic process",50,6,2.57,"0.04230",0.75845935828877
"GO:0009100","glycoprotein metabolic process",149,13,7.67,"0.04383",0.763198393782383
"GO:0008645","hexose transmembrane transport",38,5,1.96,"0.04393",0.763198393782383
"GO:0015749","monosaccharide transmembrane transport",38,5,1.96,"0.04393",0.763198393782383
"GO:0045492","xylan biosynthetic process",38,5,1.96,"0.04393",0.763198393782383
"GO:0046323","glucose import",38,5,1.96,"0.04393",0.763198393782383
"GO:1904659","glucose transmembrane transport",38,5,1.96,"0.04393",0.763198393782383
"GO:0008154","actin polymerization or depolymerization",120,11,6.18,"0.04509",0.769355024875622
"GO:0009926","auxin polar transport",120,11,6.18,"0.04509",0.769355024875622
"GO:0007015","actin filament organization",150,13,7.72,"0.04583",0.769355024875622
"GO:0008333","endosome to lysosome transport",16,3,0.82,"0.04610",0.769355024875622
"GO:0034394","protein localization to cell surface",16,3,0.82,"0.04610",0.769355024875622
"GO:0060562","epithelial tube morphogenesis",16,3,0.82,"0.04610",0.769355024875622
"GO:1902358","sulfate transmembrane transport",16,3,0.82,"0.04610",0.769355024875622
"GO:0009991","response to extracellular stimulus",356,26,18.33,"0.04612",0.769355024875622
"GO:0030003","cellular cation homeostasis",212,17,10.91,"0.04691",0.778659554455445
"GO:0050779","RNA destabilization",27,4,1.39,"0.04768",0.783681568627451
"GO:0061157","mRNA destabilization",27,4,1.39,"0.04768",0.783681568627451
"GO:0007167","enzyme linked receptor protein signaling...",277,21,14.26,"0.04934",0.807009853658537
"GO:0043086","negative regulation of catalytic activit...",152,13,7.83,"0.05003",0.814323252427184
"GO:0044106","cellular amine metabolic process",66,7,3.4,"0.05240",0.8466325
"GO:0003002","regionalization",279,21,14.36,"0.05252",0.8466325
"GO:0030838","positive regulation of actin filament po...",40,5,2.06,"0.05301",0.848639577464789
"GO:0007080","mitotic metaphase plate congression",28,4,1.44,"0.05345",0.848639577464789
"GO:0000038","very long-chain fatty acid metabolic pro...",53,6,2.73,"0.05379",0.848639577464789
"GO:0006949","syncytium formation",17,3,0.88,"0.05391",0.848639577464789
"GO:0051016","barbed-end actin filament capping",17,3,0.88,"0.05391",0.848639577464789
"GO:0030029","actin filament-based process",232,18,11.94,"0.05444",0.849790558139535
"GO:0032535","regulation of cellular component size",154,13,7.93,"0.05449",0.849790558139535
"GO:0008610","lipid biosynthetic process",617,41,31.76,"0.05592",0.868054444444444
"GO:0030041","actin filament polymerization",110,10,5.66,"0.05695",0.876009009009009
"GO:0006970","response to osmotic stress",827,53,42.58,"0.05729",0.876009009009009
"GO:0010638","positive regulation of organelle organiz...",140,12,7.21,"0.05736",0.876009009009009
"GO:0035239","tube morphogenesis",41,5,2.11,"0.05792",0.876009009009009
"GO:0035295","tube development",54,6,2.78,"0.05800",0.876009009009009
"GO:0055088","lipid homeostasis",54,6,2.78,"0.05800",0.876009009009009
"GO:0006029","proteoglycan metabolic process",29,4,1.49,"0.05957",0.88403986784141
"GO:0042060","wound healing",29,4,1.49,"0.05957",0.88403986784141
"GO:0051238","sequestering of metal ion",29,4,1.49,"0.05957",0.88403986784141
"GO:0006486","protein glycosylation",111,10,5.71,"0.05985",0.88403986784141
"GO:0043413","macromolecule glycosylation",111,10,5.71,"0.05985",0.88403986784141
"GO:0030001","metal ion transport",416,29,21.42,"0.06015",0.884574342105263
"GO:0006595","polyamine metabolic process",18,3,0.93,"0.06229",0.900251594827586
"GO:0015840","urea transport",18,3,0.93,"0.06229",0.900251594827586
"GO:0031023","microtubule organizing center organizati...",18,3,0.93,"0.06229",0.900251594827586
"GO:2000034","regulation of seed maturation",18,3,0.93,"0.06229",0.900251594827586
"GO:0048278","vesicle docking",42,5,2.16,"0.06309",0.907900300429184
"GO:0051607","defense response to virus",69,7,3.55,"0.06377",0.913764145299145
"GO:0015985","energy coupled proton transport, down el...",30,4,1.54,"0.06606",0.933345588235294
"GO:0015986","ATP synthesis coupled proton transport",30,4,1.54,"0.06606",0.933345588235294
"GO:0072359","circulatory system development",30,4,1.54,"0.06606",0.933345588235294
"GO:0009414","response to water deprivation",505,34,26,"0.06625",0.933345588235294
"GO:0090066","regulation of anatomical structure size",159,13,8.19,"0.06680",0.936399118773946
"GO:0016125","sterol metabolic process",84,8,4.32,"0.06703",0.936399118773946
"GO:0006644","phospholipid metabolic process",239,18,12.3,"0.06841",0.936399118773946
"GO:0030835","negative regulation of actin filament de...",43,5,2.21,"0.06851",0.936399118773946
"GO:0046364","monosaccharide biosynthetic process",43,5,2.21,"0.06851",0.936399118773946
"GO:0051693","actin filament capping",43,5,2.21,"0.06851",0.936399118773946
"GO:0000904","cell morphogenesis involved in different...",338,24,17.4,"0.06933",0.936399118773946
"GO:0033043","regulation of organelle organization",422,29,21.73,"0.06940",0.936399118773946
"GO:0048468","cell development",559,37,28.78,"0.06975",0.936399118773946
"GO:0048856","anatomical structure development",3942,221,202.94,"0.07011",0.936399118773946
"GO:0043624","cellular protein complex disassembly",85,8,4.38,"0.07083",0.936399118773946
"GO:0009395","phospholipid catabolic process",19,3,0.98,"0.07125",0.936399118773946
"GO:0009934","regulation of meristem structural organi...",19,3,0.98,"0.07125",0.936399118773946
"GO:0006458","'de novo' protein folding",57,6,2.93,"0.07179",0.936399118773946
"GO:0045488","pectin metabolic process",57,6,2.93,"0.07179",0.936399118773946
"GO:0010051","xylem and phloem pattern formation",130,11,6.69,"0.07188",0.936399118773946
"GO:0009250","glucan biosynthetic process",100,9,5.15,"0.07216",0.936399118773946
"GO:0046488","phosphatidylinositol metabolic process",100,9,5.15,"0.07216",0.936399118773946
"GO:0002009","morphogenesis of an epithelium",31,4,1.6,"0.07289",0.936399118773946
"GO:0009900","dehiscence",31,4,1.6,"0.07289",0.936399118773946
"GO:0046785","microtubule polymerization",31,4,1.6,"0.07289",0.936399118773946
"GO:0051310","metaphase plate congression",31,4,1.6,"0.07289",0.936399118773946
"GO:0061014","positive regulation of mRNA catabolic pr...",31,4,1.6,"0.07289",0.936399118773946
"GO:0022406","membrane docking",44,5,2.27,"0.07418",0.944682348484849
"GO:0140056","organelle localization by membrane tethe...",44,5,2.27,"0.07418",0.944682348484849
"GO:0010016","shoot system morphogenesis",258,19,13.28,"0.07438",0.944682348484849
"GO:0009415","response to water",511,34,26.31,"0.07520",0.951492830188679
"GO:0046474","glycerophospholipid biosynthetic process",58,6,2.99,"0.07677",0.953870689655172
"GO:0055082","cellular chemical homeostasis",276,20,14.21,"0.07786",0.953870689655172
"GO:0044092","negative regulation of molecular functio...",179,14,9.22,"0.07844",0.953870689655172
"GO:0000911","cytokinesis by cell plate formation",87,8,4.48,"0.07882",0.953870689655172
"GO:0048588","developmental cell growth",244,18,12.56,"0.07976",0.953870689655172
"GO:0015698","inorganic anion transport",148,12,7.62,"0.07986",0.953870689655172
"GO:0048729","tissue morphogenesis",32,4,1.65,"0.08007",0.953870689655172
"GO:0051592","response to calcium ion",32,4,1.65,"0.08007",0.953870689655172
"GO:0090307","mitotic spindle assembly",32,4,1.65,"0.08007",0.953870689655172
"GO:0030834","regulation of actin filament depolymeriz...",45,5,2.32,"0.08010",0.953870689655172
"GO:0046834","lipid phosphorylation",45,5,2.32,"0.08010",0.953870689655172
"GO:0015804","neutral amino acid transport",20,3,1.03,"0.08074",0.953870689655172
"GO:0032527","protein exit from endoplasmic reticulum",20,3,1.03,"0.08074",0.953870689655172
"GO:0009605","response to external stimulus",2031,118,104.56,"0.08224",0.953870689655172
"GO:0009860","pollen tube growth",149,12,7.67,"0.08302",0.953870689655172
"GO:0010431","seed maturation",74,7,3.81,"0.08581",0.953870689655172
"GO:0017148","negative regulation of translation",89,8,4.58,"0.08733",0.953870689655172
"GO:0046916","cellular transition metal ion homeostasi...",89,8,4.58,"0.08733",0.953870689655172
"GO:0006643","membrane lipid metabolic process",104,9,5.35,"0.08738",0.953870689655172
"GO:0009309","amine biosynthetic process",33,4,1.7,"0.08759",0.953870689655172
"GO:0010030","positive regulation of seed germination",33,4,1.7,"0.08759",0.953870689655172
"GO:0042401","cellular biogenic amine biosynthetic pro...",33,4,1.7,"0.08759",0.953870689655172
"GO:0045489","pectin biosynthetic process",33,4,1.7,"0.08759",0.953870689655172
"GO:0080022","primary root development",33,4,1.7,"0.08759",0.953870689655172
"GO:0001504","neurotransmitter uptake",10,2,0.51,"0.09055",0.953870689655172
"GO:0002164","larval development",10,2,0.51,"0.09055",0.953870689655172
"GO:0002532","production of molecular mediator involve...",10,2,0.51,"0.09055",0.953870689655172
"GO:0003007","heart morphogenesis",10,2,0.51,"0.09055",0.953870689655172
"GO:0003073","regulation of systemic arterial blood pr...",10,2,0.51,"0.09055",0.953870689655172
"GO:0003085","negative regulation of systemic arterial...",10,2,0.51,"0.09055",0.953870689655172
"GO:0006624","vacuolar protein processing",10,2,0.51,"0.09055",0.953870689655172
"GO:0006734","NADH metabolic process",10,2,0.51,"0.09055",0.953870689655172
"GO:0006868","glutamine transport",10,2,0.51,"0.09055",0.953870689655172
"GO:0007079","mitotic chromosome movement towards spin...",10,2,0.51,"0.09055",0.953870689655172
"GO:0009952","anterior/posterior pattern specification",10,2,0.51,"0.09055",0.953870689655172
"GO:0010338","leaf formation",10,2,0.51,"0.09055",0.953870689655172
"GO:0010384","cell wall proteoglycan metabolic process",10,2,0.51,"0.09055",0.953870689655172
"GO:0010404","cell wall hydroxyproline-rich glycoprote...",10,2,0.51,"0.09055",0.953870689655172
"GO:0010405","arabinogalactan protein metabolic proces...",10,2,0.51,"0.09055",0.953870689655172
"GO:0015843","methylammonium transport",10,2,0.51,"0.09055",0.953870689655172
"GO:0018258","protein O-linked glycosylation via hydro...",10,2,0.51,"0.09055",0.953870689655172
"GO:0035082","axoneme assembly",10,2,0.51,"0.09055",0.953870689655172
"GO:0043486","histone exchange",10,2,0.51,"0.09055",0.953870689655172
"GO:0045776","negative regulation of blood pressure",10,2,0.51,"0.09055",0.953870689655172
"GO:0051305","chromosome movement towards spindle pole",10,2,0.51,"0.09055",0.953870689655172
"GO:0051785","positive regulation of nuclear division",10,2,0.51,"0.09055",0.953870689655172
"GO:0051938","L-glutamate import",10,2,0.51,"0.09055",0.953870689655172
"GO:0060055","angiogenesis involved in wound healing",10,2,0.51,"0.09055",0.953870689655172
"GO:0089718","amino acid import across plasma membrane",10,2,0.51,"0.09055",0.953870689655172
"GO:0098712","L-glutamate import across plasma membran...",10,2,0.51,"0.09055",0.953870689655172
"GO:0110020","regulation of actomyosin structure organ...",10,2,0.51,"0.09055",0.953870689655172
"GO:1902117","positive regulation of organelle assembl...",10,2,0.51,"0.09055",0.953870689655172
"GO:1990019","protein storage vacuole organization",10,2,0.51,"0.09055",0.953870689655172
"GO:0009901","anther dehiscence",21,3,1.08,"0.09075",0.953870689655172
"GO:0032502","developmental process",4168,231,214.58,"0.09392",0.9841055
"GO:1901615","organic hydroxy compound metabolic proce...",369,25,19,"0.09797",1
"GO:0065007","biological regulation",6398,347,329.39,"0.09817",1
"GO:0010393","galacturonan metabolic process",62,6,3.19,"0.09857",1
"GO:0034249","negative regulation of cellular amide me...",92,8,4.74,"0.10105",1
"GO:0006505","GPI anchor metabolic process",22,3,1.13,"0.10124",1
"GO:0006506","GPI anchor biosynthetic process",22,3,1.13,"0.10124",1
"GO:0009688","abscisic acid biosynthetic process",22,3,1.13,"0.10124",1
"GO:0043289","apocarotenoid biosynthetic process",22,3,1.13,"0.10124",1
"GO:1902115","regulation of organelle assembly",22,3,1.13,"0.10124",1
"GO:1902645","tertiary alcohol biosynthetic process",22,3,1.13,"0.10124",1
"GO:0051303","establishment of chromosome localization",35,4,1.8,"0.10359",1
"GO:0007049","cell cycle",793,49,40.83,"0.10443",1
"GO:0009914","hormone transport",204,15,10.5,"0.10492",1
"GO:1902410","mitotic cytokinetic process",93,8,4.79,"0.10588",1
"GO:0010075","regulation of meristem growth",78,7,4.02,"0.10619",1
"GO:0051640","organelle localization",172,13,8.86,"0.10686",1
"GO:0009970","cellular response to sulfate starvation",11,2,0.57,"0.10702",1
"GO:0010831","positive regulation of myotube different...",11,2,0.57,"0.10702",1
"GO:0034260","negative regulation of GTPase activity",11,2,0.57,"0.10702",1
"GO:0040014","regulation of multicellular organism gro...",11,2,0.57,"0.10702",1
