"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:0034470","ncRNA processing",308,29,7.42,"0.04773",1
"GO:2000278","regulation of DNA biosynthetic process",34,3,0.82,"0.04787",1
"GO:0070816","phosphorylation of RNA polymerase II C-t...",15,2,0.36,"0.04943",1
"GO:0051554","flavonol metabolic process",15,2,0.36,"0.04943",1
"GO:0051555","flavonol biosynthetic process",15,2,0.36,"0.04943",1
"GO:0018208","peptidyl-proline modification",83,5,2,"0.04993",1
"GO:0000469","cleavage involved in rRNA processing",27,6,0.65,"0.05456",1
"GO:0051552","flavone metabolic process",16,2,0.39,"0.05561",1
"GO:0051553","flavone biosynthetic process",16,2,0.39,"0.05561",1
"GO:0006397","mRNA processing",280,14,6.75,"0.05656",1
"GO:0051169","nuclear transport",172,8,4.14,"0.05678",1
"GO:0006913","nucleocytoplasmic transport",172,8,4.14,"0.05678",1
"GO:0010043","response to zinc ion",61,4,1.47,"0.05923",1
"GO:0034655","nucleobase-containing compound catabolic...",300,12,7.23,"0.06001",1
"GO:0071897","DNA biosynthetic process",88,5,2.12,"0.06126",1
"GO:0040029","regulation of gene expression, epigeneti...",269,11,6.48,"0.06165",1
"GO:0006880","intracellular sequestering of iron ion",17,2,0.41,"0.06205",1
"GO:0034471","ncRNA 5'-end processing",17,2,0.41,"0.06205",1
"GO:0097577","sequestering of iron ion",17,2,0.41,"0.06205",1
"GO:0080050","regulation of seed development",62,4,1.49,"0.06217",1
"GO:0016072","rRNA metabolic process",225,26,5.42,"0.06586",1
"GO:0044271","cellular nitrogen compound biosynthetic ...",3267,130,78.71,"0.06793",1
"GO:0061013","regulation of mRNA catabolic process",64,4,1.54,"0.06827",1
"GO:0010970","transport along microtubule",18,2,0.43,"0.06872",1
"GO:0034285","response to disaccharide",120,6,2.89,"0.07014",1
"GO:0009744","response to sucrose",120,6,2.89,"0.07014",1
"GO:0006301","postreplication repair",19,2,0.46,"0.07562",1
"GO:0060211","regulation of nuclear-transcribed mRNA p...",20,2,0.48,"0.08273",1
"GO:0000303","response to superoxide",20,2,0.48,"0.08273",1
"GO:1900151","regulation of nuclear-transcribed mRNA c...",20,2,0.48,"0.08273",1
"GO:0031126","snoRNA 3'-end processing",20,2,0.48,"0.08273",1
"GO:0019430","removal of superoxide radicals",20,2,0.48,"0.08273",1
"GO:0010207","photosystem II assembly",20,2,0.48,"0.08273",1
"GO:1902074","response to salt",20,2,0.48,"0.08273",1
"GO:0071450","cellular response to oxygen radical",20,2,0.48,"0.08273",1
"GO:0071451","cellular response to superoxide",20,2,0.48,"0.08273",1
"GO:0007017","microtubule-based process",251,10,6.05,"0.08290",1
"GO:0060429","epithelium development",69,4,1.66,"0.08481",1
"GO:0043628","ncRNA 3'-end processing",38,5,0.92,"0.08890",1
"GO:0010586","miRNA metabolic process",21,2,0.51,"0.09003",1
"GO:0099111","microtubule-based transport",21,2,0.51,"0.09003",1
"GO:0010077","maintenance of inflorescence meristem id...",21,2,0.51,"0.09003",1
"GO:0000731","DNA synthesis involved in DNA repair",21,2,0.51,"0.09003",1
"GO:0071428","rRNA-containing ribonucleoprotein comple...",21,2,0.51,"0.09003",1
"GO:0006402","mRNA catabolic process",159,7,3.83,"0.09015",1
"GO:0034641","cellular nitrogen compound metabolic pro...",5008,183,120.66,"0.09158",1
"GO:0071166","ribonucleoprotein complex localization",71,4,1.71,"0.09192",1
"GO:0071426","ribonucleoprotein complex export from nu...",71,4,1.71,"0.09192",1
"GO:0043622","cortical microtubule organization",45,3,1.08,"0.09390",1
"GO:0000956","nuclear-transcribed mRNA catabolic proce...",101,5,2.43,"0.09695",1
"GO:0000305","response to oxygen radical",22,2,0.53,"0.09751",1
"GO:2000573","positive regulation of DNA biosynthetic ...",22,2,0.53,"0.09751",1
"GO:0043144","snoRNA processing",22,2,0.53,"0.09751",1
"GO:0043666","regulation of phosphoprotein phosphatase...",23,2,0.55,"0.10516",1
"GO:0000184","nuclear-transcribed mRNA catabolic proce...",23,2,0.55,"0.10516",1
"GO:0035304","regulation of protein dephosphorylation",23,2,0.55,"0.10516",1
"GO:0032465","regulation of cytokinesis",23,2,0.55,"0.10516",1
"GO:0031124","mRNA 3'-end processing",48,3,1.16,"0.10873",1
"GO:0010467","gene expression",3524,151,84.91,"0.10892",1
"GO:0006801","superoxide metabolic process",24,2,0.58,"0.11297",1
"GO:0030705","cytoskeleton-dependent intracellular tra...",24,2,0.58,"0.11297",1
"GO:0051099","positive regulation of binding",24,2,0.58,"0.11297",1
"GO:0007052","mitotic spindle organization",49,3,1.18,"0.11386",1
"GO:0006611","protein export from nucleus",78,4,1.88,"0.11894",1
"GO:0006405","RNA export from nucleus",78,4,1.88,"0.11894",1
"GO:0007018","microtubule-based movement",108,5,2.6,"0.11970",1
"GO:0061158","3'-UTR-mediated mRNA destabilization",25,2,0.6,"0.12092",1
"GO:0032885","regulation of polysaccharide biosyntheti...",25,2,0.6,"0.12092",1
"GO:0044270","cellular nitrogen compound catabolic pro...",341,12,8.22,"0.12290",1
"GO:1902850","microtubule cytoskeleton organization in...",51,3,1.23,"0.12440",1
"GO:0031167","rRNA methylation",26,2,0.63,"0.12900",1
"GO:0046700","heterocycle catabolic process",346,12,8.34,"0.13246",1
"GO:0044843","cell cycle G1/S phase transition",53,3,1.28,"0.13528",1
"GO:0050657","nucleic acid transport",82,4,1.98,"0.13574",1
"GO:0050658","RNA transport",82,4,1.98,"0.13574",1
"GO:0051236","establishment of RNA localization",82,4,1.98,"0.13574",1
"GO:0061157","mRNA destabilization",27,2,0.65,"0.13721",1
"GO:0050779","RNA destabilization",27,2,0.65,"0.13721",1
"GO:0010921","regulation of phosphatase activity",27,2,0.65,"0.13721",1
"GO:0035303","regulation of dephosphorylation",27,2,0.65,"0.13721",1
"GO:0009743","response to carbohydrate",245,9,5.9,"0.13855",1
"GO:0009110","vitamin biosynthetic process",83,4,2,"0.14009",1
"GO:0090329","regulation of DNA-dependent DNA replicat...",54,3,1.3,"0.14083",1
"GO:0007080","mitotic metaphase plate congression",28,2,0.67,"0.14552",1
"GO:2000031","regulation of salicylic acid mediated si...",28,2,0.67,"0.14552",1
"GO:0016998","cell wall macromolecule catabolic proces...",28,2,0.67,"0.14552",1
"GO:0009955","adaxial/abaxial pattern specification",55,3,1.33,"0.14646",1
"GO:0000154","rRNA modification",39,6,0.94,"0.15133",1
"GO:0000380","alternative mRNA splicing, via spliceoso...",29,2,0.7,"0.15394",1
"GO:0000245","spliceosomal complex assembly",29,2,0.7,"0.15394",1
"GO:0051238","sequestering of metal ion",29,2,0.7,"0.15394",1
"GO:0006749","glutathione metabolic process",57,3,1.37,"0.15794",1
"GO:0010468","regulation of gene expression",2545,71,61.32,"0.15941",1
"GO:0015985","energy coupled proton transport, down el...",30,2,0.72,"0.16245",1
"GO:0015986","ATP synthesis coupled proton transport",30,2,0.72,"0.16245",1
"GO:0031503","protein-containing complex localization",88,4,2.12,"0.16261",1
"GO:0009739","response to gibberellin",186,7,4.48,"0.16294",1
"GO:0016441","posttranscriptional gene silencing",120,5,2.89,"0.16384",1
"GO:0051168","nuclear export",89,4,2.14,"0.16727",1
"GO:0034660","ncRNA metabolic process",414,30,9.97,"0.16727",1
"GO:0051310","metaphase plate congression",31,2,0.75,"0.17104",1
"GO:0061014","positive regulation of mRNA catabolic pr...",31,2,0.75,"0.17104",1
"GO:0042136","neurotransmitter biosynthetic process",31,2,0.75,"0.17104",1
"GO:0010629","negative regulation of gene expression",755,25,18.19,"0.17526",1
"GO:0080113","regulation of seed growth",32,2,0.77,"0.17970",1
"GO:0042362","fat-soluble vitamin biosynthetic process",32,2,0.77,"0.17970",1
"GO:0000966","RNA 5'-end processing",32,2,0.77,"0.17970",1
"GO:0006775","fat-soluble vitamin metabolic process",32,2,0.77,"0.17970",1
"GO:0046283","anthocyanin-containing compound metaboli...",61,3,1.47,"0.18167",1
"GO:0006281","DNA repair",334,11,8.05,"0.18411",1
"GO:0019439","aromatic compound catabolic process",371,12,8.94,"0.18608",1
"GO:0031122","cytoplasmic microtubule organization",62,3,1.49,"0.18775",1
"GO:0055072","iron ion homeostasis",62,3,1.49,"0.18775",1
"GO:0046148","pigment biosynthetic process",160,6,3.86,"0.18955",1
"GO:0044265","cellular macromolecule catabolic process",823,24,19.83,"0.19257",1
"GO:0000096","sulfur amino acid metabolic process",63,3,1.52,"0.19387",1
"GO:0023014","signal transduction by protein phosphory...",95,4,2.29,"0.19613",1
"GO:2001023","regulation of response to drug",34,2,0.82,"0.19721",1
"GO:2001038","regulation of cellular response to drug",34,2,0.82,"0.19721",1
"GO:0080112","seed growth",34,2,0.82,"0.19721",1
"GO:0010227","floral organ abscission",34,2,0.82,"0.19721",1
"GO:0042631","cellular response to water deprivation",34,2,0.82,"0.19721",1
"GO:0061077","chaperone-mediated protein folding",96,4,2.31,"0.20109",1
"GO:0006766","vitamin metabolic process",96,4,2.31,"0.20109",1
"GO:0051303","establishment of chromosome localization",35,2,0.84,"0.20605",1
"GO:0032881","regulation of polysaccharide metabolic p...",35,2,0.84,"0.20605",1
"GO:0010501","RNA secondary structure unwinding",97,4,2.34,"0.20608",1
"GO:0006275","regulation of DNA replication",65,3,1.57,"0.20628",1
"GO:0044770","cell cycle phase transition",131,5,3.16,"0.20912",1
"GO:0006403","RNA localization",98,4,2.36,"0.21111",1
"GO:0043094","cellular metabolic compound salvage",98,4,2.36,"0.21111",1
"GO:0010556","regulation of macromolecule biosynthetic...",2329,62,56.11,"0.21188",1
"GO:1900424","regulation of defense response to bacter...",66,3,1.59,"0.21254",1
"GO:0016458","gene silencing",273,9,6.58,"0.21395",1
"GO:0043255","regulation of carbohydrate biosynthetic ...",36,2,0.87,"0.21492",1
"GO:0071462","cellular response to water stimulus",36,2,0.87,"0.21492",1
"GO:0048366","leaf development",495,15,11.93,"0.21580",1
"GO:0010376","stomatal complex formation",10,1,0.24,"0.21649",1
"GO:0007349","cellularization",10,1,0.24,"0.21649",1
"GO:0005987","sucrose catabolic process",10,1,0.24,"0.21649",1
"GO:0032205","negative regulation of telomere maintena...",10,1,0.24,"0.21649",1
"GO:0090069","regulation of ribosome biogenesis",10,1,0.24,"0.21649",1
"GO:0030856","regulation of epithelial cell differenti...",10,1,0.24,"0.21649",1
"GO:0006614","SRP-dependent cotranslational protein ta...",10,1,0.24,"0.21649",1
"GO:0061087","positive regulation of histone H3-K27 me...",10,1,0.24,"0.21649",1
"GO:0009147","pyrimidine nucleoside triphosphate metab...",10,1,0.24,"0.21649",1
"GO:0045682","regulation of epidermis development",10,1,0.24,"0.21649",1
"GO:0002164","larval development",10,1,0.24,"0.21649",1
"GO:2000014","regulation of endosperm development",10,1,0.24,"0.21649",1
"GO:1904357","negative regulation of telomere maintena...",10,1,0.24,"0.21649",1
"GO:2000008","regulation of protein localization to ce...",10,1,0.24,"0.21649",1
"GO:0010972","negative regulation of G2/M transition o...",10,1,0.24,"0.21649",1
"GO:0045604","regulation of epidermal cell differentia...",10,1,0.24,"0.21649",1
"GO:0019856","pyrimidine nucleobase biosynthetic proce...",10,1,0.24,"0.21649",1
"GO:1901361","organic cyclic compound catabolic proces...",386,12,9.3,"0.22248",1
"GO:0010229","inflorescence development",37,2,0.89,"0.22383",1
"GO:0051098","regulation of binding",37,2,0.89,"0.22383",1
"GO:0000289","nuclear-transcribed mRNA poly(A) tail sh...",37,2,0.89,"0.22383",1
"GO:0009636","response to toxic substance",424,13,10.22,"0.22449",1
"GO:0030865","cortical cytoskeleton organization",68,3,1.64,"0.22520",1
"GO:0042274","ribosomal small subunit biogenesis",80,18,1.93,"0.22621",1
"GO:0018105","peptidyl-serine phosphorylation",135,5,3.25,"0.22651",1
"GO:0045814","negative regulation of gene expression, ...",135,5,3.25,"0.22651",1
"GO:0007051","spindle organization",69,3,1.66,"0.23158",1
"GO:0015749","monosaccharide transmembrane transport",38,2,0.92,"0.23277",1
"GO:0008645","hexose transmembrane transport",38,2,0.92,"0.23277",1
"GO:0046323","glucose import",38,2,0.92,"0.23277",1
"GO:1904659","glucose transmembrane transport",38,2,0.92,"0.23277",1
"GO:0051640","organelle localization",172,6,4.14,"0.23523",1
"GO:0000226","microtubule cytoskeleton organization",172,6,4.14,"0.23523",1
"GO:0018209","peptidyl-serine modification",137,5,3.3,"0.23536",1
"GO:0009704","de-etiolation",11,1,0.27,"0.23538",1
"GO:0010587","miRNA catabolic process",11,1,0.27,"0.23538",1
"GO:0007112","male meiosis cytokinesis",11,1,0.27,"0.23538",1
"GO:0080170","hydrogen peroxide transmembrane transpor...",11,1,0.27,"0.23538",1
"GO:0080086","stamen filament development",11,1,0.27,"0.23538",1
"GO:0019079","viral genome replication",11,1,0.27,"0.23538",1
"GO:0006098","pentose-phosphate shunt",11,1,0.27,"0.23538",1
"GO:0050878","regulation of body fluid levels",11,1,0.27,"0.23538",1
"GO:0006273","lagging strand elongation",11,1,0.27,"0.23538",1
"GO:0048832","specification of plant organ number",11,1,0.27,"0.23538",1
"GO:0048833","specification of floral organ number",11,1,0.27,"0.23538",1
"GO:2000765","regulation of cytoplasmic translation",11,1,0.27,"0.23538",1
"GO:0006743","ubiquinone metabolic process",11,1,0.27,"0.23538",1
"GO:0006744","ubiquinone biosynthetic process",11,1,0.27,"0.23538",1
"GO:0010102","lateral root morphogenesis",70,3,1.69,"0.23799",1
"GO:0009838","abscission",39,2,0.94,"0.24172",1
"GO:0009625","response to insect",39,2,0.94,"0.24172",1
"GO:1903829","positive regulation of cellular protein ...",39,2,0.94,"0.24172",1
"GO:0048528","post-embryonic root development",210,7,5.06,"0.24384",1
"GO:0010101","post-embryonic root morphogenesis",71,3,1.71,"0.24444",1
"GO:0009889","regulation of biosynthetic process",2481,65,59.78,"0.24606",1
"GO:1903313","positive regulation of mRNA metabolic pr...",40,2,0.96,"0.25070",1
"GO:0006879","cellular iron ion homeostasis",40,2,0.96,"0.25070",1
"GO:0045727","positive regulation of translation",40,2,0.96,"0.25070",1
"GO:1900150","regulation of defense response to fungus",40,2,0.96,"0.25070",1
"GO:0009553","embryo sac development",176,6,4.24,"0.25116",1
"GO:0032268","regulation of cellular protein metabolic...",531,18,12.79,"0.25235",1
"GO:0006833","water transport",141,5,3.4,"0.25335",1
"GO:0042044","fluid transport",141,5,3.4,"0.25335",1
"GO:0006376","mRNA splice site selection",12,1,0.29,"0.25381",1
"GO:2000378","negative regulation of reactive oxygen s...",12,1,0.29,"0.25381",1
"GO:0070534","protein K63-linked ubiquitination",12,1,0.29,"0.25381",1
"GO:0043480","pigment accumulation in tissues",12,1,0.29,"0.25381",1
"GO:0043481","anthocyanin accumulation in tissues in r...",12,1,0.29,"0.25381",1
"GO:0043478","pigment accumulation in response to UV l...",12,1,0.29,"0.25381",1
"GO:0043479","pigment accumulation in tissues in respo...",12,1,0.29,"0.25381",1
"GO:0060321","acceptance of pollen",12,1,0.29,"0.25381",1
"GO:0051176","positive regulation of sulfur metabolic ...",12,1,0.29,"0.25381",1
"GO:1902750","negative regulation of cell cycle G2/M p...",12,1,0.29,"0.25381",1
"GO:0006740","NADPH regeneration",12,1,0.29,"0.25381",1
"GO:0060149","negative regulation of posttranscription...",12,1,0.29,"0.25381",1
"GO:0050684","regulation of mRNA processing",54,5,1.3,"0.25686",1
"GO:0009827","plant-type cell wall modification",41,2,0.99,"0.25968",1
"GO:0006378","mRNA polyadenylation",41,2,0.99,"0.25968",1
"GO:0050000","chromosome localization",41,2,0.99,"0.25968",1
"GO:0010082","regulation of root meristem growth",41,2,0.99,"0.25968",1
"GO:1902600","proton transmembrane transport",143,5,3.45,"0.26247",1
"GO:0051347","positive regulation of transferase activ...",125,7,3.01,"0.26404",1
"GO:0010605","negative regulation of macromolecule met...",925,28,22.29,"0.26662",1
"GO:0009308","amine metabolic process",109,4,2.63,"0.26837",1
"GO:0048278","vesicle docking",42,2,1.01,"0.26866",1
"GO:0009407","toxin catabolic process",42,2,1.01,"0.26866",1
"GO:2000112","regulation of cellular macromolecule bio...",2260,59,54.45,"0.26947",1
"GO:0090697","post-embryonic plant organ morphogenesis",145,5,3.49,"0.27166",1
"GO:1903321","negative regulation of protein modificat...",13,1,0.31,"0.27181",1
"GO:0052803","imidazole-containing compound metabolic ...",13,1,0.31,"0.27181",1
"GO:0033273","response to vitamin",13,1,0.31,"0.27181",1
"GO:0009831","plant-type cell wall modification involv...",13,1,0.31,"0.27181",1
"GO:0016444","somatic cell DNA recombination",13,1,0.31,"0.27181",1
"GO:0006547","histidine metabolic process",13,1,0.31,"0.27181",1
"GO:0006613","cotranslational protein targeting to mem...",13,1,0.31,"0.27181",1
"GO:0045493","xylan catabolic process",13,1,0.31,"0.27181",1
"GO:0000105","histidine biosynthetic process",13,1,0.31,"0.27181",1
"GO:0090700","maintenance of plant organ identity",13,1,0.31,"0.27181",1
"GO:0048871","multicellular organismal homeostasis",13,1,0.31,"0.27181",1
"GO:2000279","negative regulation of DNA biosynthetic ...",13,1,0.31,"0.27181",1
"GO:0032515","negative regulation of phosphoprotein ph...",13,1,0.31,"0.27181",1
"GO:0035308","negative regulation of protein dephospho...",13,1,0.31,"0.27181",1
"GO:0019853","L-ascorbic acid biosynthetic process",13,1,0.31,"0.27181",1
"GO:0048544","recognition of pollen",13,1,0.31,"0.27181",1
"GO:0048497","maintenance of floral organ identity",13,1,0.31,"0.27181",1
"GO:0009059","macromolecule biosynthetic process",3282,122,79.08,"0.27487",1
"GO:0009690","cytokinin metabolic process",43,2,1.04,"0.27765",1
"GO:0043488","regulation of mRNA stability",43,2,1.04,"0.27765",1
"GO:0042364","water-soluble vitamin biosynthetic proce...",43,2,1.04,"0.27765",1
"GO:0010103","stomatal complex morphogenesis",43,2,1.04,"0.27765",1
"GO:0031326","regulation of cellular biosynthetic proc...",2429,63,58.52,"0.27877",1
"GO:0006575","cellular modified amino acid metabolic p...",111,4,2.67,"0.27909",1
"GO:0009791","post-embryonic development",2188,57,52.72,"0.27986",1
"GO:0060255","regulation of macromolecule metabolic pr...",2995,81,72.16,"0.28582",1
"GO:0035195","gene silencing by miRNA",44,2,1.06,"0.28662",1
"GO:0022406","membrane docking",44,2,1.06,"0.28662",1
"GO:0140056","organelle localization by membrane tethe...",44,2,1.06,"0.28662",1
"GO:0090506","axillary shoot meristem initiation",14,1,0.34,"0.28937",1
"GO:0043388","positive regulation of DNA binding",14,1,0.34,"0.28937",1
"GO:0046352","disaccharide catabolic process",14,1,0.34,"0.28937",1
"GO:0009554","megasporogenesis",14,1,0.34,"0.28937",1
"GO:0006526","arginine biosynthetic process",14,1,0.34,"0.28937",1
"GO:0043312","neutrophil degranulation",14,1,0.34,"0.28937",1
"GO:0070370","cellular heat acclimation",14,1,0.34,"0.28937",1
"GO:0000463","maturation of LSU-rRNA from tricistronic...",14,1,0.34,"0.28937",1
"GO:0061085","regulation of histone H3-K27 methylation",14,1,0.34,"0.28937",1
"GO:0071918","urea transmembrane transport",14,1,0.34,"0.28937",1
"GO:0030520","intracellular estrogen receptor signalin...",14,1,0.34,"0.28937",1
"GO:0002444","myeloid leukocyte mediated immunity",14,1,0.34,"0.28937",1
"GO:0002446","neutrophil mediated immunity",14,1,0.34,"0.28937",1
"GO:0043299","leukocyte degranulation",14,1,0.34,"0.28937",1
"GO:0042119","neutrophil activation",14,1,0.34,"0.28937",1
"GO:0002283","neutrophil activation involved in immune...",14,1,0.34,"0.28937",1
"GO:0044772","mitotic cell cycle phase transition",113,4,2.72,"0.28987",1
"GO:0010075","regulation of meristem growth",78,3,1.88,"0.29018",1
"GO:0000070","mitotic sister chromatid segregation",78,3,1.88,"0.29018",1
"GO:0048527","lateral root development",149,5,3.59,"0.29024",1
"GO:0043414","macromolecule methylation",260,8,6.26,"0.29086",1
"GO:0071322","cellular response to carbohydrate stimul...",150,5,3.61,"0.29493",1
"GO:0034250","positive regulation of cellular amide me...",45,2,1.08,"0.29559",1
"GO:0006261","DNA-dependent DNA replication",188,6,4.53,"0.30058",1
"GO:0043086","negative regulation of catalytic activit...",152,5,3.66,"0.30433",1
"GO:0006612","protein targeting to membrane",46,2,1.11,"0.30453",1
"GO:0010252","auxin homeostasis",46,2,1.11,"0.30453",1
"GO:2000022","regulation of jasmonic acid mediated sig...",46,2,1.11,"0.30453",1
"GO:1900864","mitochondrial RNA modification",46,2,1.11,"0.30453",1
"GO:0010581","regulation of starch biosynthetic proces...",15,1,0.36,"0.30651",1
"GO:0006825","copper ion transport",15,1,0.36,"0.30651",1
"GO:0006809","nitric oxide biosynthetic process",15,1,0.36,"0.30651",1
"GO:0042723","thiamine-containing compound metabolic p...",15,1,0.36,"0.30651",1
"GO:0043393","regulation of protein binding",15,1,0.36,"0.30651",1
"GO:0022616","DNA strand elongation",15,1,0.36,"0.30651",1
"GO:0032210","regulation of telomere maintenance via t...",15,1,0.36,"0.30651",1
"GO:1900182","positive regulation of protein localizat...",15,1,0.36,"0.30651",1
"GO:0051341","regulation of oxidoreductase activity",15,1,0.36,"0.30651",1
"GO:0019058","viral life cycle",15,1,0.36,"0.30651",1
"GO:0046112","nucleobase biosynthetic process",15,1,0.36,"0.30651",1
"GO:0002183","cytoplasmic translational initiation",15,1,0.36,"0.30651",1
"GO:0006271","DNA strand elongation involved in DNA re...",15,1,0.36,"0.30651",1
"GO:2000033","regulation of seed dormancy process",15,1,0.36,"0.30651",1
"GO:2000038","regulation of stomatal complex developme...",15,1,0.36,"0.30651",1
"GO:0071324","cellular response to disaccharide stimul...",15,1,0.36,"0.30651",1
"GO:0071329","cellular response to sucrose stimulus",15,1,0.36,"0.30651",1
"GO:0010923","negative regulation of phosphatase activ...",15,1,0.36,"0.30651",1
"GO:0035305","negative regulation of dephosphorylation",15,1,0.36,"0.30651",1
"GO:0019985","translesion synthesis",15,1,0.36,"0.30651",1
"GO:0006772","thiamine metabolic process",15,1,0.36,"0.30651",1
"GO:0019852","L-ascorbic acid metabolic process",15,1,0.36,"0.30651",1
"GO:0072657","protein localization to membrane",81,3,1.95,"0.31000",1
"GO:0098754","detoxification",228,7,5.49,"0.31127",1
"GO:0051656","establishment of organelle localization",117,4,2.82,"0.31160",1
"GO:0043631","RNA polyadenylation",47,2,1.13,"0.31346",1
"GO:0043242","negative regulation of protein-containin...",47,2,1.13,"0.31346",1
"GO:0006457","protein folding",154,5,3.71,"0.31378",1
"GO:0048827","phyllome development",694,19,16.72,"0.31559",1
"GO:0000082","G1/S transition of mitotic cell cycle",48,2,1.16,"0.32236",1
"GO:0010363","regulation of plant-type hypersensitive ...",16,1,0.39,"0.32323",1
"GO:0010364","regulation of ethylene biosynthetic proc...",16,1,0.39,"0.32323",1
"GO:0010375","stomatal complex patterning",16,1,0.39,"0.32323",1
"GO:0043903","regulation of interspecies interactions ...",16,1,0.39,"0.32323",1
"GO:0010540","basipetal auxin transport",16,1,0.39,"0.32323",1
"GO:0033206","meiotic cytokinesis",16,1,0.39,"0.32323",1
"GO:0032104","regulation of response to extracellular ...",16,1,0.39,"0.32323",1
"GO:0032107","regulation of response to nutrient level...",16,1,0.39,"0.32323",1
"GO:1903426","regulation of reactive oxygen species bi...",16,1,0.39,"0.32323",1
"GO:0006353","DNA-templated transcription, termination",16,1,0.39,"0.32323",1
"GO:0034394","protein localization to cell surface",16,1,0.39,"0.32323",1
