"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:0007346","regulation of mitotic cell cycle",176,13,6.28,"0.01054",0.687419622641509
"GO:0006355","regulation of transcription, DNA-templat...",2027,100,72.35,"0.01080",0.687419622641509
"GO:0046777","protein autophosphorylation",362,22,12.92,"0.01082",0.687419622641509
"GO:0034440","lipid oxidation",85,8,3.03,"0.01084",0.687419622641509
"GO:0002832","negative regulation of response to bioti...",54,6,1.93,"0.01217",0.690297692307692
"GO:0010120","camalexin biosynthetic process",14,3,0.5,"0.01227",0.690297692307692
"GO:0052317","camalexin metabolic process",14,3,0.5,"0.01227",0.690297692307692
"GO:0080142","regulation of salicylic acid biosyntheti...",14,3,0.5,"0.01227",0.690297692307692
"GO:0002682","regulation of immune system process",249,22,8.89,"0.01235",0.690297692307692
"GO:0042391","regulation of membrane potential",87,8,3.11,"0.01238",0.690297692307692
"GO:0050776","regulation of immune response",229,21,8.17,"0.01250",0.690297692307692
"GO:0006722","triterpenoid metabolic process",26,4,0.93,"0.01285",0.690297692307692
"GO:0009873","ethylene-activated signaling pathway",152,18,5.43,"0.01295",0.690297692307692
"GO:0009062","fatty acid catabolic process",71,7,2.53,"0.01315",0.690297692307692
"GO:0032101","regulation of response to external stimu...",293,30,10.46,"0.01327",0.690297692307692
"GO:0006900","vesicle budding from membrane",40,5,1.43,"0.01335",0.690297692307692
"GO:0045088","regulation of innate immune response",192,19,6.85,"0.01408",0.714577826086957
"GO:0001676","long-chain fatty acid metabolic process",56,6,2,"0.01441",0.714577826086957
"GO:0010498","proteasomal protein catabolic process",416,24,14.85,"0.01447",0.714577826086957
"GO:1900425","negative regulation of defense response ...",27,4,0.96,"0.01467",0.714577826086957
"GO:0000186","activation of MAPKK activity",15,3,0.54,"0.01493",0.716853285714286
"GO:0045087","innate immune response",491,39,17.53,"0.01710",0.791603947368421
"GO:0018107","peptidyl-threonine phosphorylation",43,5,1.53,"0.01790",0.791603947368421
"GO:0018210","peptidyl-threonine modification",43,5,1.53,"0.01790",0.791603947368421
"GO:0030968","endoplasmic reticulum unfolded protein r...",16,3,0.57,"0.01790",0.791603947368421
"GO:0046217","indole phytoalexin metabolic process",16,3,0.57,"0.01790",0.791603947368421
"GO:0009700","indole phytoalexin biosynthetic process",16,3,0.57,"0.01790",0.791603947368421
"GO:0009612","response to mechanical stimulus",60,6,2.14,"0.01974",0.861638181818182
"GO:0007178","transmembrane receptor protein serine/th...",254,16,9.07,"0.02023",0.871400731707317
"GO:0042538","hyperosmotic salinity response",78,7,2.78,"0.02115",0.871400731707317
"GO:1900056","negative regulation of leaf senescence",17,3,0.61,"0.02117",0.871400731707317
"GO:0046283","anthocyanin-containing compound metaboli...",61,6,2.18,"0.02126",0.871400731707317
"GO:0006635","fatty acid beta-oxidation",61,6,2.18,"0.02126",0.871400731707317
"GO:0034976","response to endoplasmic reticulum stress",116,9,4.14,"0.02301",0.930403882352941
"GO:2000022","regulation of jasmonic acid mediated sig...",46,5,1.64,"0.02338",0.930403882352941
"GO:0048194","Golgi vesicle budding",31,4,1.11,"0.02353",0.930403882352941
"GO:0043161","proteasome-mediated ubiquitin-dependent ...",392,22,13.99,"0.02463",0.962574767441861
"GO:0042446","hormone biosynthetic process",274,22,9.78,"0.02498",0.965031954022988
"GO:0043901","negative regulation of multi-organism pr...",47,5,1.68,"0.02542",0.969025393258427
"GO:0010941","regulation of cell death",219,14,7.82,"0.02566",0.969025393258427
"GO:0009081","branched-chain amino acid metabolic proc...",32,4,1.14,"0.02616",0.976930666666667
"GO:0006351","transcription, DNA-templated",2121,101,75.71,"0.02669",0.981892142857143
"GO:0006952","defense response",1284,96,45.83,"0.02698",0.981892142857143
"GO:0006955","immune response",549,41,19.6,"0.02770",0.981892142857143
"GO:0043620","regulation of DNA-templated transcriptio...",19,3,0.68,"0.02863",0.981892142857143
"GO:0052314","phytoalexin metabolic process",19,3,0.68,"0.02863",0.981892142857143
"GO:0052315","phytoalexin biosynthetic process",19,3,0.68,"0.02863",0.981892142857143
"GO:0045185","maintenance of protein location",19,3,0.68,"0.02863",0.981892142857143
"GO:0032507","maintenance of protein location in cell",19,3,0.68,"0.02863",0.981892142857143
"GO:0080022","primary root development",33,4,1.18,"0.02895",0.982837878787879
"GO:0072329","monocarboxylic acid catabolic process",102,8,3.64,"0.02940",0.988134
"GO:0010227","floral organ abscission",34,4,1.21,"0.03192",1
"GO:0036503","ERAD pathway",67,6,2.39,"0.03202",1
"GO:0046885","regulation of hormone biosynthetic proce...",67,6,2.39,"0.03202",1
"GO:0032787","monocarboxylic acid metabolic process",613,31,21.88,"0.03238",1
"GO:0009403","toxin biosynthetic process",20,3,0.71,"0.03281",1
"GO:0090697","post-embryonic plant organ morphogenesis",145,10,5.18,"0.03505",1
"GO:0009651","response to salt stress",716,35,25.56,"0.03685",1
"GO:0009699","phenylpropanoid biosynthetic process",117,13,4.18,"0.03692",1
"GO:0071712","ER-associated misfolded protein cataboli...",21,3,0.75,"0.03729",1
"GO:0016054","organic acid catabolic process",188,12,6.71,"0.03740",1
"GO:0046395","carboxylic acid catabolic process",188,12,6.71,"0.03740",1
"GO:0090503","RNA phosphodiester bond hydrolysis, exon...",36,4,1.29,"0.03836",1
"GO:0010102","lateral root morphogenesis",70,6,2.5,"0.03853",1
"GO:0006979","response to oxidative stress",559,32,19.95,"0.03856",1
"GO:0031349","positive regulation of defense response",156,16,5.57,"0.03900",1
"GO:0007167","enzyme linked receptor protein signaling...",277,16,9.89,"0.04039",1
"GO:0010101","post-embryonic root morphogenesis",71,6,2.53,"0.04087",1
"GO:0010229","inflorescence development",37,4,1.32,"0.04184",1
"GO:0071369","cellular response to ethylene stimulus",174,18,6.21,"0.04188",1
"GO:1905622","negative regulation of leaf development",22,3,0.79,"0.04207",1
"GO:0006511","ubiquitin-dependent protein catabolic pr...",462,24,16.49,"0.04270",1
"GO:0060548","negative regulation of cell death",110,8,3.93,"0.04312",1
"GO:0019395","fatty acid oxidation",72,6,2.57,"0.04330",1
"GO:0009812","flavonoid metabolic process",136,14,4.85,"0.04404",1
"GO:0023014","signal transduction by protein phosphory...",95,10,3.39,"0.04469",1
"GO:0019941","modification-dependent protein catabolic...",465,24,16.6,"0.04542",1
"GO:0002239","response to oomycetes",73,6,2.61,"0.04582",1
"GO:0009627","systemic acquired resistance",92,7,3.28,"0.04616",1
"GO:0009697","salicylic acid biosynthetic process",23,3,0.82,"0.04714",1
"GO:0110020","regulation of actomyosin structure organ...",10,2,0.36,"0.04733",1
"GO:0015690","aluminum cation transport",10,2,0.36,"0.04733",1
"GO:0070987","error-free translesion synthesis",10,2,0.36,"0.04733",1
"GO:1901141","regulation of lignin biosynthetic proces...",10,2,0.36,"0.04733",1
"GO:0080154","regulation of fertilization",10,2,0.36,"0.04733",1
"GO:0009759","indole glucosinolate biosynthetic proces...",10,2,0.36,"0.04733",1
"GO:0005987","sucrose catabolic process",10,2,0.36,"0.04733",1
"GO:0002532","production of molecular mediator involve...",10,2,0.36,"0.04733",1
"GO:0042435","indole-containing compound biosynthetic ...",56,5,2,"0.04894",1
"GO:0002758","innate immune response-activating signal...",39,4,1.39,"0.04932",1
"GO:0017000","antibiotic biosynthetic process",39,4,1.39,"0.04932",1
"GO:0009838","abscission",39,4,1.39,"0.04932",1
"GO:0007166","cell surface receptor signaling pathway",377,20,13.46,"0.05079",1
"GO:2000112","regulation of cellular macromolecule bio...",2260,104,80.67,"0.05233",1
"GO:0050794","regulation of cellular process",5133,236,183.22,"0.05241",1
"GO:0010150","leaf senescence",186,15,6.64,"0.05252",1
"GO:0018105","peptidyl-serine phosphorylation",135,9,4.82,"0.05271",1
"GO:0010026","trichome differentiation",157,10,5.6,"0.05496",1
"GO:0006972","hyperosmotic response",96,7,3.43,"0.05576",1
"GO:0045338","farnesyl diphosphate metabolic process",11,2,0.39,"0.05651",1
"GO:0072512","trivalent inorganic cation transport",11,2,0.39,"0.05651",1
"GO:0002218","activation of innate immune response",86,12,3.07,"0.05656",1
"GO:0018209","peptidyl-serine modification",137,9,4.89,"0.05685",1
"GO:0071218","cellular response to misfolded protein",25,3,0.89,"0.05813",1
"GO:0034620","cellular response to unfolded protein",25,3,0.89,"0.05813",1
"GO:0051781","positive regulation of cell division",25,3,0.89,"0.05813",1
"GO:0001666","response to hypoxia",138,9,4.93,"0.05899",1
"GO:0000209","protein polyubiquitination",118,8,4.21,"0.06050",1
"GO:0016143","S-glycoside metabolic process",139,9,4.96,"0.06119",1
"GO:0019760","glucosinolate metabolic process",139,9,4.96,"0.06119",1
"GO:0019757","glycosinolate metabolic process",139,9,4.96,"0.06119",1
"GO:0009751","response to salicylic acid",248,14,8.85,"0.06148",1
"GO:0009695","jasmonic acid biosynthetic process",42,4,1.5,"0.06183",1
"GO:0030258","lipid modification",182,11,6.5,"0.06191",1
"GO:0045089","positive regulation of innate immune res...",127,14,4.53,"0.06331",1
"GO:0051345","positive regulation of hydrolase activit...",99,7,3.53,"0.06373",1
"GO:0010337","regulation of salicylic acid metabolic p...",26,3,0.93,"0.06403",1
"GO:0043651","linoleic acid metabolic process",12,2,0.43,"0.06625",1
"GO:0009083","branched-chain amino acid catabolic proc...",12,2,0.43,"0.06625",1
"GO:0008219","cell death",366,19,13.06,"0.06628",1
"GO:0002757","immune response-activating signal transd...",43,4,1.53,"0.06633",1
"GO:0009698","phenylpropanoid metabolic process",149,14,5.32,"0.06930",1
"GO:0090693","plant organ senescence",194,15,6.92,"0.07009",1
"GO:0031398","positive regulation of protein ubiquitin...",27,3,0.96,"0.07020",1
"GO:1903322","positive regulation of protein modificat...",27,3,0.96,"0.07020",1
"GO:0007154","cell communication",2340,127,83.53,"0.07063",1
"GO:0002253","activation of immune response",90,12,3.21,"0.07101",1
"GO:0043632","modification-dependent macromolecule cat...",489,24,17.45,"0.07183",1
"GO:0010565","regulation of cellular ketone metabolic ...",102,7,3.64,"0.07235",1
"GO:0010087","phloem or xylem histogenesis",123,8,4.39,"0.07332",1
"GO:0023052","signaling",2093,118,74.71,"0.07387",1
"GO:1902679","negative regulation of RNA biosynthetic ...",419,21,14.96,"0.07440",1
"GO:1903507","negative regulation of nucleic acid-temp...",419,21,14.96,"0.07440",1
"GO:0033993","response to lipid",1189,62,42.44,"0.07451",1
"GO:0032350","regulation of hormone metabolic process",83,6,2.96,"0.07598",1
"GO:0071985","multivesicular body sorting pathway",13,2,0.46,"0.07649",1
"GO:0032509","endosome transport via multivesicular bo...",13,2,0.46,"0.07649",1
"GO:0018996","molting cycle, collagen and cuticulin-ba...",13,2,0.46,"0.07649",1
"GO:0031032","actomyosin structure organization",13,2,0.46,"0.07649",1
"GO:1901002","positive regulation of response to salt ...",28,3,1,"0.07663",1
"GO:0007165","signal transduction",2046,116,73.03,"0.08074",1
"GO:0009694","jasmonic acid metabolic process",46,4,1.64,"0.08083",1
"GO:0002764","immune response-regulating signaling pat...",46,4,1.64,"0.08083",1
"GO:1905958","negative regulation of cellular response...",169,10,6.03,"0.08120",1
"GO:1901420","negative regulation of response to alcoh...",169,10,6.03,"0.08120",1
"GO:0009788","negative regulation of abscisic acid-act...",169,10,6.03,"0.08120",1
"GO:0035556","intracellular signal transduction",746,51,26.63,"0.08132",1
"GO:0006082","organic acid metabolic process",1251,54,44.65,"0.08194",1
"GO:0043436","oxoacid metabolic process",1251,54,44.65,"0.08194",1
"GO:0006631","fatty acid metabolic process",330,17,11.78,"0.08349",1
"GO:0042445","hormone metabolic process",367,24,13.1,"0.08566",1
"GO:0007088","regulation of mitotic nuclear division",47,4,1.68,"0.08599",1
"GO:1900424","regulation of defense response to bacter...",66,5,2.36,"0.08630",1
"GO:0098916","anterograde trans-synaptic signaling",14,2,0.5,"0.08720",1
"GO:0090506","axillary shoot meristem initiation",14,2,0.5,"0.08720",1
"GO:0099536","synaptic signaling",14,2,0.5,"0.08720",1
"GO:0099537","trans-synaptic signaling",14,2,0.5,"0.08720",1
"GO:0030866","cortical actin cytoskeleton organization",14,2,0.5,"0.08720",1
"GO:0007268","chemical synaptic transmission",14,2,0.5,"0.08720",1
"GO:0006551","leucine metabolic process",14,2,0.5,"0.08720",1
"GO:0046352","disaccharide catabolic process",14,2,0.5,"0.08720",1
"GO:0042303","molting cycle",14,2,0.5,"0.08720",1
"GO:0044282","small molecule catabolic process",239,13,8.53,"0.08720",1
"GO:0009741","response to brassinosteroid",286,15,10.21,"0.08879",1
"GO:0016132","brassinosteroid biosynthetic process",30,3,1.07,"0.09022",1
"GO:0052548","regulation of endopeptidase activity",30,3,1.07,"0.09022",1
"GO:0090630","activation of GTPase activity",30,3,1.07,"0.09022",1
"GO:0010268","brassinosteroid homeostasis",30,3,1.07,"0.09022",1
"GO:0002221","pattern recognition receptor signaling p...",30,3,1.07,"0.09022",1
"GO:0006515","protein quality control for misfolded or...",30,3,1.07,"0.09022",1
"GO:0051788","response to misfolded protein",30,3,1.07,"0.09022",1
"GO:0042430","indole-containing compound metabolic pro...",87,6,3.11,"0.09057",1
"GO:0010286","heat acclimation",67,5,2.39,"0.09067",1
"GO:0010942","positive regulation of cell death",67,5,2.39,"0.09067",1
"GO:0006694","steroid biosynthetic process",67,5,2.39,"0.09067",1
"GO:0051726","regulation of cell cycle",358,18,12.78,"0.09119",1
"GO:0009308","amine metabolic process",109,7,3.89,"0.09503",1
"GO:0070417","cellular response to cold",68,5,2.43,"0.09516",1
"GO:0072330","monocarboxylic acid biosynthetic process",361,18,12.89,"0.09667",1
"GO:0062012","regulation of small molecule metabolic p...",131,8,4.68,"0.09701",1
"GO:0031537","regulation of anthocyanin metabolic proc...",31,3,1.11,"0.09736",1
"GO:0046189","phenol-containing compound biosynthetic ...",31,3,1.11,"0.09736",1
"GO:0071248","cellular response to metal ion",153,9,5.46,"0.09741",1
"GO:1905957","regulation of cellular response to alcoh...",267,14,9.53,"0.09782",1
"GO:1901419","regulation of response to alcohol",267,14,9.53,"0.09782",1
"GO:0009787","regulation of abscisic acid-activated si...",267,14,9.53,"0.09782",1
"GO:0010358","leaf shaping",15,2,0.54,"0.09832",1
"GO:0000304","response to singlet oxygen",15,2,0.54,"0.09832",1
"GO:0015867","ATP transport",15,2,0.54,"0.09832",1
"GO:0050829","defense response to Gram-negative bacter...",15,2,0.54,"0.09832",1
"GO:0042727","flavin-containing compound biosynthetic ...",15,2,0.54,"0.09832",1
"GO:0019985","translesion synthesis",15,2,0.54,"0.09832",1
"GO:0046621","negative regulation of organ growth",15,2,0.54,"0.09832",1
"GO:0055114","oxidation-reduction process",1348,57,48.12,"0.10017",1
"GO:0050778","positive regulation of immune response",139,14,4.96,"0.10109",1
"GO:0071805","potassium ion transmembrane transport",111,7,3.96,"0.10215",1
"GO:0009617","response to bacterium",642,50,22.92,"0.10350",1
"GO:0009624","response to nematode",133,8,4.75,"0.10353",1
"GO:0042343","indole glucosinolate metabolic process",32,3,1.14,"0.10473",1
"GO:0036293","response to decreased oxygen levels",156,9,5.57,"0.10650",1
"GO:0010558","negative regulation of macromolecule bio...",538,25,19.2,"0.10774",1
"GO:0009066","aspartate family amino acid metabolic pr...",51,4,1.82,"0.10813",1
"GO:0018958","phenol-containing compound metabolic pro...",51,4,1.82,"0.10813",1
"GO:0047484","regulation of response to osmotic stress",71,5,2.53,"0.10929",1
"GO:0006470","protein dephosphorylation",113,7,4.03,"0.10956",1
"GO:1900908","regulation of olefin metabolic process",16,2,0.57,"0.10980",1
"GO:0010364","regulation of ethylene biosynthetic proc...",16,2,0.57,"0.10980",1
"GO:0009313","oligosaccharide catabolic process",16,2,0.57,"0.10980",1
"GO:0031335","regulation of sulfur amino acid metaboli...",16,2,0.57,"0.10980",1
"GO:1900911","regulation of olefin biosynthetic proces...",16,2,0.57,"0.10980",1
"GO:0010492","maintenance of shoot apical meristem ide...",33,3,1.18,"0.11230",1
"GO:0052547","regulation of peptidase activity",33,3,1.18,"0.11230",1
"GO:0009067","aspartate family amino acid biosynthetic...",33,3,1.18,"0.11230",1
"GO:0007568","aging",232,16,8.28,"0.11258",1
"GO:0051336","regulation of hydrolase activity",158,9,5.64,"0.11282",1
"GO:0048573","photoperiodism, flowering",181,10,6.46,"0.11400",1
"GO:0010090","trichome morphogenesis",93,6,3.32,"0.11509",1
"GO:0016129","phytosteroid biosynthetic process",34,3,1.21,"0.12008",1
"GO:0120178","steroid hormone biosynthetic process",34,3,1.21,"0.12008",1
"GO:0090376","seed trichome differentiation",34,3,1.21,"0.12008",1
"GO:0090378","seed trichome elongation",34,3,1.21,"0.12008",1
"GO:0032436","positive regulation of proteasomal ubiqu...",34,3,1.21,"0.12008",1
"GO:0015866","ADP transport",17,2,0.61,"0.12162",1
"GO:2000762","regulation of phenylpropanoid metabolic ...",17,2,0.61,"0.12162",1
"GO:0046864","isoprenoid transport",17,2,0.61,"0.12162",1
"GO:0046865","terpenoid transport",17,2,0.61,"0.12162",1
"GO:0080168","abscisic acid transport",17,2,0.61,"0.12162",1
"GO:0016311","dephosphorylation",301,15,10.74,"0.12167",1
"GO:0070482","response to oxygen levels",161,9,5.75,"0.12268",1
"GO:0009890","negative regulation of biosynthetic proc...",572,26,20.42,"0.12312",1
"GO:0048510","regulation of timing of transition from ...",74,5,2.64,"0.12438",1
"GO:0048506","regulation of timing of meristematic pha...",74,5,2.64,"0.12438",1
"GO:2000377","regulation of reactive oxygen species me...",74,5,2.64,"0.12438",1
"GO:0043900","regulation of multi-organism process",208,11,7.42,"0.12586",1
"GO:0002229","defense response to oomycetes",54,4,1.93,"0.12625",1
"GO:0048523","negative regulation of cellular process",1431,66,51.08,"0.12784",1
"GO:2000060","positive regulation of ubiquitin-depende...",35,3,1.25,"0.12805",1
"GO:0002684","positive regulation of immune system pro...",147,14,5.25,"0.13183",1
"GO:0071395","cellular response to jasmonic acid stimu...",148,19,5.28,"0.13213",1
"GO:2000069","regulation of post-embryonic root develo...",55,4,1.96,"0.13256",1
"GO:0006813","potassium ion transport",119,7,4.25,"0.13344",1
"GO:0010310","regulation of hydrogen peroxide metaboli...",18,2,0.64,"0.13373",1
"GO:0006903","vesicle targeting",18,2,0.64,"0.13373",1
"GO:0043405","regulation of MAP kinase activity",26,5,0.93,"0.13453",1
"GO:0009648","photoperiodism",188,10,6.71,"0.13613",1
"GO:0009696","salicylic acid metabolic process",36,3,1.29,"0.13621",1
"GO:0016131","brassinosteroid metabolic process",36,3,1.29,"0.13621",1
"GO:0042537","benzene-containing compound metabolic pr...",56,4,2,"0.13899",1
"GO:0010468","regulation of gene expression",2545,113,90.84,"0.14348",1
"GO:0016042","lipid catabolic process",167,9,5.96,"0.14374",1
"GO:0002833","positive regulation of response to bioti...",150,14,5.35,"0.14442",1
"GO:0031396","regulation of protein ubiquitination",37,3,1.32,"0.14453",1
"GO:0000289","nuclear-transcribed mRNA poly(A) tail sh...",37,3,1.32,"0.14453",1
"GO:0006814","sodium ion transport",37,3,1.32,"0.14453",1
"GO:0002237","response to molecule of bacterial origin",57,4,2.03,"0.14554",1
"GO:0030163","protein catabolic process",686,30,24.49,"0.14570",1
"GO:0009063","cellular amino acid catabolic process",78,5,2.78,"0.14589",1
"GO:0016925","protein sumoylation",19,2,0.68,"0.14609",1
"GO:0007409","axonogenesis",19,2,0.68,"0.14609",1
"GO:0006040","amino sugar metabolic process",19,2,0.68,"0.14609",1
"GO:0046620","regulation of organ growth",19,2,0.68,"0.14609",1
"GO:0045931","positive regulation of mitotic cell cycl...",19,2,0.68,"0.14609",1
"GO:0006301","postreplication repair",19,2,0.68,"0.14609",1
"GO:0080036","regulation of cytokinin-activated signal...",19,2,0.68,"0.14609",1
"GO:0009620","response to fungus",561,38,20.02,"0.14653",1
"GO:0006790","sulfur compound metabolic process",374,20,13.35,"0.14768",1
"GO:0032103","positive regulation of response to exter...",151,14,5.39,"0.14875",1
"GO:0014070","response to organic cyclic compound",739,32,26.38,"0.14888",1
"GO:0031327","negative regulation of cellular biosynth...",562,25,20.06,"0.15167",1
"GO:0015749","monosaccharide transmembrane transport",38,3,1.36,"0.15302",1
"GO:0006986","response to unfolded protein",38,3,1.36,"0.15302",1
"GO:1904659","glucose transmembrane transport",38,3,1.36,"0.15302",1
"GO:0008645","hexose transmembrane transport",38,3,1.36,"0.15302",1
"GO:0046323","glucose import",38,3,1.36,"0.15302",1
"GO:0009861","jasmonic acid and ethylene-dependent sys...",38,3,1.36,"0.15302",1
"GO:0071281","cellular response to iron ion",124,7,4.43,"0.15513",1
"GO:1901657","glycosyl compound metabolic process",242,12,8.64,"0.15773",1
"GO:1902074","response to salt",20,2,0.71,"0.15868",1
"GO:0032527","protein exit from endoplasmic reticulum",20,2,0.71,"0.15868",1
"GO:0010044","response to aluminum ion",20,2,0.71,"0.15868",1
"GO:0043547","positive regulation of GTPase activity",59,4,2.11,"0.15900",1
"GO:0015672","monovalent inorganic cation transport",291,14,10.39,"0.15931",1
"GO:0009644","response to high light intensity",148,8,5.28,"0.15984",1
"GO:0009642","response to light intensity",229,16,8.17,"0.16002",1
"GO:0051253","negative regulation of RNA metabolic pro...",465,21,16.6,"0.16016",1
"GO:0009625","response to insect",39,3,1.39,"0.16167",1
"GO:2000035","regulation of stem cell division",39,3,1.39,"0.16167",1
"GO:0016036","cellular response to phosphate starvatio...",103,6,3.68,"0.16244",1
"GO:0009737","response to abscisic acid",854,45,30.48,"0.16487",1
"GO:0097305","response to alcohol",881,46,31.45,"0.16761",1
"GO:0019722","calcium-mediated signaling",82,5,2.93,"0.16886",1
"GO:0016050","vesicle organization",174,9,6.21,"0.17045",1
"GO:0016128","phytosteroid metabolic process",40,3,1.43,"0.17045",1
"GO:1900150","regulation of defense response to fungus",40,3,1.43,"0.17045",1
"GO:1900057","positive regulation of leaf senescence",21,2,0.75,"0.17146",1
"GO:0006954","inflammatory response",21,2,0.75,"0.17146",1
"GO:0048667","cell morphogenesis involved in neuron di...",21,2,0.75,"0.17146",1
"GO:0006570","tyrosine metabolic process",21,2,0.75,"0.17146",1
"GO:0000731","DNA synthesis involved in DNA repair",21,2,0.75,"0.17146",1
"GO:0009804","coumarin metabolic process",21,2,0.75,"0.17146",1
"GO:0009805","coumarin biosynthetic process",21,2,0.75,"0.17146",1
"GO:1905623","positive regulation of leaf development",21,2,0.75,"0.17146",1
"GO:0051603","proteolysis involved in cellular protein...",572,25,20.42,"0.17263",1
"GO:0045862","positive regulation of proteolysis",61,4,2.18,"0.17290",1
"GO:0006637","acyl-CoA metabolic process",41,3,1.46,"0.17937",1
"GO:1903320","regulation of protein modification by sm...",41,3,1.46,"0.17937",1
"GO:0035383","thioester metabolic process",41,3,1.46,"0.17937",1
"GO:0030587","sorocarp development",62,4,2.21,"0.18000",1
"GO:0099120","socially cooperative development",62,4,2.21,"0.18000",1
"GO:0090702","non-reproductive fruiting body developme...",62,4,2.21,"0.18000",1
"GO:0009626","plant-type hypersensitive response",84,5,3,"0.18085",1
"GO:0034050","host programmed cell death induced by sy...",84,5,3,"0.18085",1
"GO:0030162","regulation of proteolysis",130,7,4.64,"0.18314",1
"GO:0046886","positive regulation of hormone biosynthe...",22,2,0.79,"0.18440",1
"GO:0010112","regulation of systemic acquired resistan...",22,2,0.79,"0.18440",1
"GO:0033238","regulation of cellular amine metabolic p...",22,2,0.79,"0.18440",1
"GO:0007265","Ras protein signal transduction",22,2,0.79,"0.18440",1
"GO:0006521","regulation of cellular amino acid metabo...",22,2,0.79,"0.18440",1
"GO:0006534","cysteine metabolic process",22,2,0.79,"0.18440",1
"GO:0044242","cellular lipid catabolic process",154,8,5.5,"0.18572",1
"GO:0010243","response to organonitrogen compound",384,46,13.71,"0.18652",1
