"GO.ID","Term","Annotated","Significant","Expected","Pvalue","Adj.Pvalue"
"GO:0000469","cleavage involved in rRNA processing",27,5,0.67,"0.00046",0.0244822222222222
"GO:0009058","biosynthetic process",4984,153,123.16,"0.00057",0.02986265625
"GO:0031125","rRNA 3'-end processing",17,4,0.42,"0.00068",0.0350775384615385
"GO:0009987","cellular process",12851,336,317.57,"0.00078",0.0396263636363636
"GO:0000478","endonucleolytic cleavage involved in rRN...",18,4,0.44,"0.00085",0.0419125
"GO:0000479","endonucleolytic cleavage of tricistronic...",18,4,0.44,"0.00085",0.0419125
"GO:0048024","regulation of mRNA splicing, via spliceo...",46,6,1.14,"0.00089",0.04311
"GO:1903312","negative regulation of mRNA metabolic pr...",31,5,0.77,"0.00090",0.04311
"GO:0071704","organic substance metabolic process",9356,259,231.2,"0.00101",0.0476976056338028
"GO:0000377","RNA splicing, via transesterification re...",196,13,4.84,"0.00119",0.0554176388888889
"GO:0031123","RNA 3'-end processing",86,8,2.13,"0.00128",0.0587923287671233
"GO:0032527","protein exit from endoplasmic reticulum",20,4,0.49,"0.00130",0.0589040540540541
"GO:0034969","histone arginine methylation",10,3,0.25,"0.00158",0.0688018181818182
"GO:0046417","chorismate metabolic process",10,3,0.25,"0.00158",0.0688018181818182
"GO:0000460","maturation of 5.8S rRNA",35,5,0.86,"0.00158",0.0688018181818182
"GO:1903311","regulation of mRNA metabolic process",110,9,2.72,"0.00161",0.069209358974359
"GO:0044238","primary metabolic process",8721,242,215.51,"0.00213",0.0881714814814815
"GO:0018195","peptidyl-arginine modification",11,3,0.27,"0.00213",0.0881714814814815
"GO:0018216","peptidyl-arginine methylation",11,3,0.27,"0.00213",0.0881714814814815
"GO:0006376","mRNA splice site selection",12,3,0.3,"0.00279",0.114083780487805
"GO:0043484","regulation of RNA splicing",61,6,1.51,"0.00386",0.155934698795181
"GO:0000466","maturation of 5.8S rRNA from tricistroni...",27,4,0.67,"0.00410",0.163658333333333
"GO:0000245","spliceosomal complex assembly",29,4,0.72,"0.00534",0.210647294117647
"GO:0032210","regulation of telomere maintenance via t...",15,3,0.37,"0.00546",0.212876511627907
"GO:0090502","RNA phosphodiester bond hydrolysis, endo...",67,6,1.66,"0.00614",0.236637011494253
"GO:1904356","regulation of telomere maintenance via t...",16,3,0.4,"0.00660",0.250909887640449
"GO:0090501","RNA phosphodiester bond hydrolysis",136,9,3.36,"0.00666",0.250909887640449
"GO:0016071","mRNA metabolic process",471,21,11.64,"0.00681",0.250922307692308
"GO:0016074","snoRNA metabolic process",31,4,0.77,"0.00681",0.250922307692308
"GO:0071840","cellular component organization or bioge...",3778,114,93.36,"0.00795",0.287709032258064
"GO:0010468","regulation of gene expression",2545,81,62.89,"0.00798",0.287709032258064
"GO:0006833","water transport",141,9,3.48,"0.00837",0.295416947368421
"GO:0042044","fluid transport",141,9,3.48,"0.00837",0.295416947368421
"GO:2001023","regulation of response to drug",34,4,0.84,"0.00947",0.327349587628866
"GO:2001038","regulation of cellular response to drug",34,4,0.84,"0.00947",0.327349587628866
"GO:0061077","chaperone-mediated protein folding",96,7,2.37,"0.00966",0.33051
"GO:0006397","mRNA processing",280,14,6.92,"0.01000",0.338686868686869
"GO:0006913","nucleocytoplasmic transport",172,10,4.25,"0.01050",0.348120294117647
"GO:0051169","nuclear transport",172,10,4.25,"0.01050",0.348120294117647
"GO:0044260","cellular macromolecule metabolic process",5995,170,148.15,"0.01059",0.348120294117647
"GO:0009955","adaxial/abaxial pattern specification",55,5,1.36,"0.01135",0.369481067961165
"GO:0008152","metabolic process",10388,276,256.71,"0.01214",0.389906
"GO:0001510","RNA methylation",56,5,1.38,"0.01221",0.389906
"GO:0071428","rRNA-containing ribonucleoprotein comple...",21,3,0.52,"0.01431",0.449991401869159
"GO:0006457","protein folding",154,9,3.81,"0.01436",0.449991401869159
"GO:0022607","cellular component assembly",1176,41,29.06,"0.01567",0.486495462962963
"GO:0006400","tRNA modification",60,5,1.48,"0.01613",0.49618247706422
"GO:0010052","guard cell differentiation",23,3,0.57,"0.01837",0.554906396396396
"GO:0043650","dicarboxylic acid biosynthetic process",23,3,0.57,"0.01837",0.554906396396396
"GO:0044267","cellular protein metabolic process",3402,101,84.07,"0.02062",0.61731125
"GO:0010103","stomatal complex morphogenesis",43,4,1.06,"0.02122",0.62965185840708
"GO:0035195","gene silencing by miRNA",44,4,1.09,"0.02290",0.670891565217391
"GO:0010099","regulation of photomorphogenesis",25,3,0.62,"0.02301",0.670891565217391
"GO:0030856","regulation of epithelial cell differenti...",10,2,0.25,"0.02404",0.677362352941176
"GO:0045604","regulation of epidermal cell differentia...",10,2,0.25,"0.02404",0.677362352941176
"GO:0045682","regulation of epidermis development",10,2,0.25,"0.02404",0.677362352941176
"GO:0090069","regulation of ribosome biogenesis",10,2,0.25,"0.02404",0.677362352941176
"GO:0007004","telomere maintenance via telomerase",26,3,0.64,"0.02555",0.713909583333333
"GO:2000022","regulation of jasmonic acid mediated sig...",46,4,1.14,"0.02649",0.734057603305785
"GO:0010833","telomere maintenance via telomere length...",27,3,0.67,"0.02823",0.769061111111111
"GO:0032875","regulation of DNA endoreduplication",27,3,0.67,"0.02823",0.769061111111111
"GO:0051290","protein heterotetramerization",11,2,0.27,"0.02890",0.769061111111111
"GO:1901407","regulation of phosphorylation of RNA pol...",11,2,0.27,"0.02890",0.769061111111111
"GO:1901409","positive regulation of phosphorylation o...",11,2,0.27,"0.02890",0.769061111111111
"GO:0006401","RNA catabolic process",204,10,5.04,"0.03050",0.805248031496063
"GO:2000031","regulation of salicylic acid mediated si...",28,3,0.69,"0.03105",0.813364453125
"GO:0008033","tRNA processing",97,6,2.4,"0.03305",0.859043798449613
"GO:0006278","RNA-dependent DNA biosynthetic process",29,3,0.72,"0.03402",0.87178
"GO:0043101","purine-containing compound salvage",12,2,0.3,"0.03413",0.87178
"GO:0010374","stomatal complex development",73,5,1.8,"0.03432",0.87178
"GO:0034655","nucleobase-containing compound catabolic...",300,13,7.41,"0.03601",0.907831052631579
"GO:0060255","regulation of macromolecule metabolic pr...",2995,88,74.01,"0.03946",0.98553362962963
"GO:0016444","somatic cell DNA recombination",13,2,0.32,"0.03968",0.98553362962963
"GO:0044843","cell cycle G1/S phase transition",53,4,1.31,"0.04163",1
"GO:0032204","regulation of telomere maintenance",32,3,0.79,"0.04376",1
"GO:0090329","regulation of DNA-dependent DNA replicat...",54,4,1.33,"0.04412",1
"GO:0045292","mRNA cis splicing, via spliceosome",14,2,0.35,"0.04556",1
"GO:0010492","maintenance of shoot apical meristem ide...",33,3,0.82,"0.04728",1
"GO:0080022","primary root development",33,3,0.82,"0.04728",1
"GO:0010608","posttranscriptional regulation of gene e...",314,13,7.76,"0.04876",1
"GO:2000278","regulation of DNA biosynthetic process",34,3,0.84,"0.05094",1
"GO:0070816","phosphorylation of RNA polymerase II C-t...",15,2,0.37,"0.05173",1
"GO:0006458","'de novo' protein folding",57,4,1.41,"0.05207",1
"GO:0080167","response to karrikin",137,7,3.39,"0.05365",1
"GO:0006626","protein targeting to mitochondrion",58,4,1.43,"0.05488",1
"GO:0070585","protein localization to mitochondrion",58,4,1.43,"0.05488",1
"GO:0072655","establishment of protein localization to...",58,4,1.43,"0.05488",1
"GO:0071705","nitrogen compound transport",895,30,22.12,"0.05514",1
"GO:0019538","protein metabolic process",3699,105,91.41,"0.05576",1
"GO:0006783","heme biosynthetic process",16,2,0.4,"0.05817",1
"GO:0035672","oligopeptide transmembrane transport",16,2,0.4,"0.05817",1
"GO:0045737","positive regulation of cyclin-dependent ...",16,2,0.4,"0.05817",1
"GO:0071491","cellular response to red light",16,2,0.4,"0.05817",1
"GO:0006886","intracellular protein transport",521,19,12.87,"0.05912",1
"GO:0019219","regulation of nucleobase-containing comp...",2299,68,56.81,"0.06130",1
"GO:0000911","cytokinesis by cell plate formation",87,5,2.15,"0.06421",1
"GO:0000054","ribosomal subunit export from nucleus",17,2,0.42,"0.06488",1
"GO:0006414","translational elongation",17,2,0.42,"0.06488",1
"GO:0009855","determination of bilateral symmetry",17,2,0.42,"0.06488",1
"GO:0033750","ribosome localization",17,2,0.42,"0.06488",1
"GO:0034471","ncRNA 5'-end processing",17,2,0.42,"0.06488",1
"GO:0071484","cellular response to light intensity",17,2,0.42,"0.06488",1
"GO:0071941","nitrogen cycle metabolic process",17,2,0.42,"0.06488",1
"GO:1904031","positive regulation of cyclin-dependent ...",17,2,0.42,"0.06488",1
"GO:0071897","DNA biosynthetic process",88,5,2.17,"0.06677",1
"GO:0000470","maturation of LSU-rRNA",38,3,0.94,"0.06689",1
"GO:1903829","positive regulation of cellular protein ...",39,3,0.96,"0.07119",1
"GO:0006857","oligopeptide transport",18,2,0.44,"0.07183",1
"GO:0009610","response to symbiotic fungus",18,2,0.44,"0.07183",1
"GO:0009799","specification of symmetry",18,2,0.44,"0.07183",1
"GO:0009959","negative gravitropism",18,2,0.44,"0.07183",1
"GO:0042168","heme metabolic process",18,2,0.44,"0.07183",1
"GO:0042886","amide transport",675,23,16.68,"0.07461",1
"GO:0006275","regulation of DNA replication",65,4,1.61,"0.07681",1
"GO:0010074","maintenance of meristem identity",65,4,1.61,"0.07681",1
"GO:0048825","cotyledon development",65,4,1.61,"0.07681",1
"GO:0016441","posttranscriptional gene silencing",120,6,2.97,"0.07713",1
"GO:0051252","regulation of RNA metabolic process",2180,64,53.87,"0.07715",1
"GO:0019439","aromatic compound catabolic process",371,14,9.17,"0.07739",1
"GO:0009934","regulation of meristem structural organi...",19,2,0.47,"0.07901",1
"GO:0051972","regulation of telomerase activity",19,2,0.47,"0.07901",1
"GO:1902410","mitotic cytokinetic process",93,5,2.3,"0.08041",1
"GO:0044270","cellular nitrogen compound catabolic pro...",341,13,8.43,"0.08147",1
"GO:0035966","response to topologically incorrect prot...",67,4,1.66,"0.08378",1
"GO:0071702","organic substance transport",1114,35,27.53,"0.08411",1
"GO:0032506","cytokinetic process",95,5,2.35,"0.08624",1
"GO:0008037","cell recognition",20,2,0.49,"0.08640",1
"GO:0010207","photosystem II assembly",20,2,0.49,"0.08640",1
"GO:0010444","guard mother cell differentiation",20,2,0.49,"0.08640",1
"GO:0030488","tRNA methylation",20,2,0.49,"0.08640",1
"GO:0031126","snoRNA 3'-end processing",20,2,0.49,"0.08640",1
"GO:0032206","positive regulation of telomere maintena...",20,2,0.49,"0.08640",1
"GO:0015833","peptide transport",652,22,16.11,"0.08650",1
"GO:0003002","regionalization",279,11,6.89,"0.08654",1
"GO:0046700","heterocycle catabolic process",346,13,8.55,"0.08878",1
"GO:0035601","protein deacylation",43,3,1.06,"0.08958",1
"GO:0042364","water-soluble vitamin biosynthetic proce...",43,3,1.06,"0.08958",1
"GO:0098732","macromolecule deacylation",43,3,1.06,"0.08958",1
"GO:0010501","RNA secondary structure unwinding",97,5,2.4,"0.09230",1
"GO:0000731","DNA synthesis involved in DNA repair",21,2,0.52,"0.09399",1
"GO:0048534","hematopoietic or lymphoid organ developm...",21,2,0.52,"0.09399",1
"GO:0071712","ER-associated misfolded protein cataboli...",21,2,0.52,"0.09399",1
"GO:0010556","regulation of macromolecule biosynthetic...",2329,67,57.55,"0.09800",1
"GO:0071166","ribonucleoprotein complex localization",71,4,1.75,"0.09859",1
"GO:0071426","ribonucleoprotein complex export from nu...",71,4,1.75,"0.09859",1
"GO:1901361","organic cyclic compound catabolic proces...",386,14,9.54,"0.09865",1
"GO:0034613","cellular protein localization",665,22,16.43,"0.10103",1
"GO:0008544","epidermis development",22,2,0.54,"0.10176",1
"GO:0009608","response to symbiont",22,2,0.54,"0.10176",1
"GO:0009913","epidermal cell differentiation",22,2,0.54,"0.10176",1
"GO:0043144","snoRNA processing",22,2,0.54,"0.10176",1
"GO:2000573","positive regulation of DNA biosynthetic ...",22,2,0.54,"0.10176",1
"GO:2000030","regulation of response to red or far red...",46,3,1.14,"0.10454",1
"GO:0044770","cell cycle phase transition",131,6,3.24,"0.10618",1
"GO:0010016","shoot system morphogenesis",258,10,6.38,"0.10759",1
"GO:0009640","photomorphogenesis",102,5,2.52,"0.10836",1
"GO:0019827","stem cell population maintenance",102,5,2.52,"0.10836",1
"GO:0098727","maintenance of cell number",102,5,2.52,"0.10836",1
"GO:0000184","nuclear-transcribed mRNA catabolic proce...",23,2,0.57,"0.10971",1
"GO:0006446","regulation of translational initiation",23,2,0.57,"0.10971",1
"GO:0008608","attachment of spindle microtubules to ki...",23,2,0.57,"0.10971",1
"GO:0006935","chemotaxis",74,4,1.83,"0.11044",1
"GO:0090626","plant epidermis morphogenesis",133,6,3.29,"0.11200",1
"GO:0042330","taxis",75,4,1.85,"0.11453",1
"GO:0007389","pattern specification process",363,13,8.97,"0.11657",1
"GO:0005992","trehalose biosynthetic process",24,2,0.59,"0.11780",1
"GO:0009944","polarity specification of adaxial/abaxia...",24,2,0.59,"0.11780",1
"GO:0032781","positive regulation of ATPase activity",24,2,0.59,"0.11780",1
"GO:0043462","regulation of ATPase activity",24,2,0.59,"0.11780",1
"GO:0006413","translational initiation",76,4,1.88,"0.11868",1
"GO:0010629","negative regulation of gene expression",755,24,18.66,"0.12370",1
"GO:0035967","cellular response to topologically incor...",50,3,1.24,"0.12587",1
"GO:0051289","protein homotetramerization",50,3,1.24,"0.12587",1
"GO:0009956","radial pattern formation",25,2,0.62,"0.12605",1
"GO:0018196","peptidyl-asparagine modification",25,2,0.62,"0.12605",1
"GO:0018279","protein N-linked glycosylation via aspar...",25,2,0.62,"0.12605",1
"GO:0051291","protein heterooligomerization",25,2,0.62,"0.12605",1
"GO:0071218","cellular response to misfolded protein",25,2,0.62,"0.12605",1
"GO:0006405","RNA export from nucleus",78,4,1.93,"0.12717",1
"GO:0006611","protein export from nucleus",78,4,1.93,"0.12717",1
"GO:2000112","regulation of cellular macromolecule bio...",2260,64,55.85,"0.13046",1
"GO:0000381","regulation of alternative mRNA splicing,...",26,2,0.64,"0.13442",1
"GO:0009768","photosynthesis, light harvesting in phot...",26,2,0.64,"0.13442",1
"GO:0010440","stomatal lineage progression",26,2,0.64,"0.13442",1
"GO:0010929","positive regulation of auxin mediated si...",26,2,0.64,"0.13442",1
"GO:0031167","rRNA methylation",26,2,0.64,"0.13442",1
"GO:0009735","response to cytokinin",306,11,7.56,"0.13814",1
"GO:0050657","nucleic acid transport",82,4,2.03,"0.14490",1
"GO:0050658","RNA transport",82,4,2.03,"0.14490",1
"GO:0051236","establishment of RNA localization",82,4,2.03,"0.14490",1
"GO:0009553","embryo sac development",176,7,4.35,"0.14637",1
"GO:0009110","vitamin biosynthetic process",83,4,2.05,"0.14947",1
"GO:0034654","nucleobase-containing compound biosynthe...",2516,70,62.17,"0.15066",1
"GO:0000079","regulation of cyclin-dependent protein s...",28,2,0.69,"0.15152",1
"GO:0005991","trehalose metabolic process",28,2,0.69,"0.15152",1
"GO:0007080","mitotic metaphase plate congression",28,2,0.69,"0.15152",1
"GO:1904029","regulation of cyclin-dependent protein k...",28,2,0.69,"0.15152",1
"GO:0034504","protein localization to nucleus",114,5,2.82,"0.15191",1
"GO:0006399","tRNA metabolic process",178,7,4.4,"0.15246",1
"GO:0034248","regulation of cellular amide metabolic p...",178,7,4.4,"0.15246",1
"GO:0010605","negative regulation of macromolecule met...",925,28,22.86,"0.15474",1
"GO:0015031","protein transport",633,20,15.64,"0.15596",1
"GO:0015995","chlorophyll biosynthetic process",85,4,2.1,"0.15879",1
"GO:0043648","dicarboxylic acid metabolic process",85,4,2.1,"0.15879",1
"GO:0034976","response to endoplasmic reticulum stress",116,5,2.87,"0.15980",1
"GO:0000380","alternative mRNA splicing, via spliceoso...",29,2,0.72,"0.16023",1
"GO:0016073","snRNA metabolic process",29,2,0.72,"0.16023",1
"GO:0006767","water-soluble vitamin metabolic process",56,3,1.38,"0.16044",1
"GO:0042023","DNA endoreduplication",56,3,1.38,"0.16044",1
"GO:0009892","negative regulation of metabolic process",1006,30,24.86,"0.16377",1
"GO:0051649","establishment of localization in cell",858,26,21.2,"0.16427",1
"GO:0071370","cellular response to gibberellin stimulu...",87,4,2.15,"0.16831",1
"GO:0006515","protein quality control for misfolded or...",30,2,0.74,"0.16902",1
"GO:0009943","adaxial/abaxial axis specification",30,2,0.74,"0.16902",1
"GO:0051788","response to misfolded protein",30,2,0.74,"0.16902",1
"GO:0019222","regulation of metabolic process",3319,90,82.02,"0.17026",1
"GO:0070727","cellular macromolecule localization",716,22,17.69,"0.17228",1
"GO:0000413","protein peptidyl-prolyl isomerization",58,3,1.43,"0.17254",1
"GO:2001252","positive regulation of chromosome organi...",58,3,1.43,"0.17254",1
"GO:0031503","protein-containing complex localization",88,4,2.17,"0.17314",1
"GO:0009744","response to sucrose",120,5,2.97,"0.17605",1
"GO:0034285","response to disaccharide",120,5,2.97,"0.17605",1
"GO:0016575","histone deacetylation",31,2,0.77,"0.17789",1
"GO:0030150","protein import into mitochondrial matrix",31,2,0.77,"0.17789",1
"GO:0030855","epithelial cell differentiation",31,2,0.77,"0.17789",1
"GO:0034502","protein localization to chromosome",31,2,0.77,"0.17789",1
"GO:0051310","metaphase plate congression",31,2,0.77,"0.17789",1
"GO:0009739","response to gibberellin",186,7,4.6,"0.17793",1
"GO:0040034","regulation of development, heterochronic",89,4,2.2,"0.17802",1
"GO:0051168","nuclear export",89,4,2.2,"0.17802",1
"GO:0090698","post-embryonic plant morphogenesis",255,9,6.3,"0.18125",1
"GO:0046907","intracellular transport",759,23,18.76,"0.18229",1
"GO:0072594","establishment of protein localization to...",325,11,8.03,"0.18248",1
"GO:0015672","monovalent inorganic cation transport",291,10,7.19,"0.18498",1
"GO:0000966","RNA 5'-end processing",32,2,0.79,"0.18683",1
"GO:0006476","protein deacetylation",32,2,0.79,"0.18683",1
"GO:0046351","disaccharide biosynthetic process",32,2,0.79,"0.18683",1
"GO:0072505","divalent inorganic anion homeostasis",32,2,0.79,"0.18683",1
"GO:0010043","response to zinc ion",61,3,1.51,"0.19116",1
"GO:1901564","organonitrogen compound metabolic proces...",4730,125,116.89,"0.19234",1
"GO:0016571","histone methylation",124,5,3.06,"0.19291",1
"GO:0043414","macromolecule methylation",260,9,6.43,"0.19558",1
"GO:0043647","inositol phosphate metabolic process",33,2,0.82,"0.19584",1
"GO:0006402","mRNA catabolic process",159,6,3.93,"0.20089",1
"GO:0051052","regulation of DNA metabolic process",193,7,4.77,"0.20160",1
"GO:0009933","meristem structural organization",94,4,2.32,"0.20310",1
"GO:0090376","seed trichome differentiation",34,2,0.84,"0.20489",1
"GO:0090378","seed trichome elongation",34,2,0.84,"0.20489",1
"GO:0006606","protein import into nucleus",95,4,2.35,"0.20823",1
"GO:0006839","mitochondrial transport",128,5,3.16,"0.21030",1
"GO:0031326","regulation of cellular biosynthetic proc...",2427,66,59.98,"0.21273",1
"GO:0006766","vitamin metabolic process",96,4,2.37,"0.21341",1
"GO:0009226","nucleotide-sugar biosynthetic process",35,2,0.86,"0.21399",1
"GO:0010183","pollen tube guidance",35,2,0.86,"0.21399",1
"GO:0050918","positive chemotaxis",35,2,0.86,"0.21399",1
"GO:0051303","establishment of chromosome localization",35,2,0.86,"0.21399",1
"GO:0015979","photosynthesis",197,7,4.87,"0.21565",1
"GO:0010228","vegetative to reproductive phase transit...",267,9,6.6,"0.21643",1
"GO:0006167","AMP biosynthetic process",10,1,0.25,"0.22143",1
"GO:0006614","SRP-dependent cotranslational protein ta...",10,1,0.25,"0.22143",1
"GO:0007349","cellularization",10,1,0.25,"0.22143",1
"GO:0009147","pyrimidine nucleoside triphosphate metab...",10,1,0.25,"0.22143",1
"GO:0009819","drought recovery",10,1,0.25,"0.22143",1
"GO:0010376","stomatal complex formation",10,1,0.25,"0.22143",1
"GO:0010972","negative regulation of G2/M transition o...",10,1,0.25,"0.22143",1
"GO:0015717","triose phosphate transport",10,1,0.25,"0.22143",1
"GO:0019336","phenol-containing compound catabolic pro...",10,1,0.25,"0.22143",1
"GO:0019856","pyrimidine nucleobase biosynthetic proce...",10,1,0.25,"0.22143",1
"GO:0031408","oxylipin biosynthetic process",10,1,0.25,"0.22143",1
"GO:0032205","negative regulation of telomere maintena...",10,1,0.25,"0.22143",1
"GO:0035436","triose phosphate transmembrane transport",10,1,0.25,"0.22143",1
"GO:0042126","nitrate metabolic process",10,1,0.25,"0.22143",1
"GO:0042128","nitrate assimilation",10,1,0.25,"0.22143",1
"GO:0042873","aldonate transmembrane transport",10,1,0.25,"0.22143",1
"GO:0042939","tripeptide transport",10,1,0.25,"0.22143",1
"GO:0046033","AMP metabolic process",10,1,0.25,"0.22143",1
"GO:0046855","inositol phosphate dephosphorylation",10,1,0.25,"0.22143",1
"GO:0061087","positive regulation of histone H3-K27 me...",10,1,0.25,"0.22143",1
"GO:0071545","inositol phosphate catabolic process",10,1,0.25,"0.22143",1
"GO:1904357","negative regulation of telomere maintena...",10,1,0.25,"0.22143",1
"GO:2000008","regulation of protein localization to ce...",10,1,0.25,"0.22143",1
"GO:0010073","meristem maintenance",199,7,4.92,"0.22280",1
"GO:0071472","cellular response to salt stress",36,2,0.89,"0.22313",1
"GO:0055081","anion homeostasis",66,3,1.63,"0.22321",1
"GO:0019438","aromatic compound biosynthetic process",2868,77,70.87,"0.22341",1
"GO:0006403","RNA localization",98,4,2.42,"0.22386",1
"GO:0051170","import into nucleus",98,4,2.42,"0.22386",1
"GO:0009889","regulation of biosynthetic process",2479,67,61.26,"0.22639",1
"GO:0036503","ERAD pathway",67,3,1.66,"0.22975",1
"GO:0010187","negative regulation of seed germination",37,2,0.91,"0.23230",1
"GO:0051098","regulation of binding",37,2,0.91,"0.23230",1
"GO:0006417","regulation of translation",167,6,4.13,"0.23238",1
"GO:0048513","animal organ development",100,4,2.47,"0.23444",1
"GO:0051171","regulation of nitrogen compound metaboli...",2764,74,68.3,"0.23761",1
"GO:0000956","nuclear-transcribed mRNA catabolic proce...",101,4,2.5,"0.23978",1
"GO:0002084","protein depalmitoylation",11,1,0.27,"0.24069",1
"GO:0006273","lagging strand elongation",11,1,0.27,"0.24069",1
"GO:0006415","translational termination",11,1,0.27,"0.24069",1
"GO:0006743","ubiquinone metabolic process",11,1,0.27,"0.24069",1
"GO:0006744","ubiquinone biosynthetic process",11,1,0.27,"0.24069",1
